customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_combined,rfm_segment,kmeans_cluster
CUST-02583,2024-09-30 14:52:10,3,4812.39,638,1,2,5,125,Hibernating / Lost,3
CUST-02584,2026-03-21 01:52:57,7,5065.75,101,4,5,5,455,VIP Champions,2
CUST-02585,2026-04-28 09:01:06,8,3729.44,63,4,5,4,454,VIP Champions,2
CUST-02586,2026-03-14 13:29:14,5,6566.21,108,4,4,5,445,VIP Champions,0
CUST-02587,2026-05-22 11:28:43,3,2244.55,39,5,2,3,523,New / Recent Customers,1
CUST-02588,2025-07-10 01:55:48,2,1346.88,355,2,1,2,212,Hibernating / Lost,1
CUST-02589,2026-05-09 21:55:06,10,7663.77,52,4,5,5,455,VIP Champions,0
CUST-02590,2026-02-26 22:53:51,6,6954.71,124,3,5,5,355,Loyal Customers,0
CUST-02591,2026-03-26 05:08:23,6,11082.07,96,4,5,5,455,VIP Champions,0
CUST-02592,2024-12-13 02:40:23,4,4095.56,564,1,3,4,134,At-Risk High Value,3
CUST-02593,2025-08-22 08:56:01,3,2508.89,312,2,2,3,223,Hibernating / Lost,1
CUST-02594,2025-09-18 16:17:29,1,1076.74,285,2,1,1,211,Hibernating / Lost,1
CUST-02595,2026-03-15 04:12:07,6,2128.37,107,4,5,2,452,Loyal Customers,2
CUST-02596,2026-03-10 05:36:40,4,3099.45,112,4,3,3,433,Loyal Customers,2
CUST-02597,2025-11-27 16:06:32,10,5127.28,215,2,5,5,255,At-Risk High Value,0
CUST-02598,2026-04-18 00:25:20,5,3479.65,73,4,4,4,444,VIP Champions,2
CUST-02599,2025-08-17 01:12:58,3,1614.09,317,2,2,2,222,Hibernating / Lost,1
CUST-02600,2026-02-22 14:41:18,2,3279.41,128,3,1,4,314,Hibernating / Lost,1
CUST-02601,2026-03-30 11:08:08,4,2555.2799999999997,92,4,3,3,433,Loyal Customers,1
CUST-02602,2026-06-08 17:02:24,4,2840.6,22,5,3,3,533,Loyal Customers,2
CUST-02603,2026-03-14 03:03:52,7,11366.75,108,4,5,5,455,VIP Champions,0
CUST-02604,2026-06-26 03:41:23,5,2821.05,4,5,4,3,543,Loyal Customers,2
CUST-02605,2026-01-03 05:35:03,6,2327.46,178,3,5,3,353,Loyal Customers,2
CUST-02606,2026-02-22 17:32:11,4,1870.44,128,3,3,2,332,Loyal Customers,1
CUST-02607,2026-01-07 12:19:08,3,1705.44,174,3,2,2,322,Hibernating / Lost,1
CUST-02608,2026-06-28 19:01:37,5,3039.61,2,5,4,3,543,Loyal Customers,2
CUST-02609,2024-06-30 06:04:51,2,289.75,730,1,1,1,111,Hibernating / Lost,3
CUST-02610,2024-11-02 15:27:55,2,1467.78,605,1,1,2,112,Hibernating / Lost,3
CUST-02611,2025-03-23 22:06:14,2,743.31,464,1,1,1,111,Hibernating / Lost,3
CUST-02612,2026-04-12 04:17:57,4,4989.14,79,4,3,5,435,Loyal Customers,2
CUST-02613,2026-04-01 22:08:58,7,3921.62,90,4,5,4,454,VIP Champions,2
CUST-02614,2026-06-28 19:58:16,7,5366.37,2,5,5,5,555,VIP Champions,0
CUST-02615,2025-09-20 07:52:00,2,1461.28,283,2,1,2,212,Hibernating / Lost,1
CUST-02616,2026-04-01 18:37:26,6,5146.78,90,4,5,5,455,VIP Champions,2
CUST-02617,2024-07-21 19:10:57,2,1804.96,709,1,1,2,112,Hibernating / Lost,3
CUST-02618,2026-04-15 08:04:59,10,16291.38,76,4,5,5,455,VIP Champions,0
CUST-02619,2026-06-07 09:22:30,6,3612.89,23,5,5,4,554,VIP Champions,2
CUST-02620,2026-05-05 07:53:50,6,3347.22,56,4,5,4,454,VIP Champions,2
CUST-02621,2026-06-09 11:44:02,9,6311.13,21,5,5,5,555,VIP Champions,0
CUST-02622,2025-12-09 18:30:42,6,7989.08,203,3,5,5,355,Loyal Customers,0
CUST-02623,2026-05-06 01:12:03,4,1876.3999999999999,55,4,3,2,432,Loyal Customers,1
CUST-02624,2026-02-07 13:36:47,6,4396.69,143,3,5,4,354,Loyal Customers,2
CUST-02625,2024-07-25 12:02:35,3,2847.14,705,1,2,3,123,Hibernating / Lost,3
CUST-02626,2026-06-20 20:01:41,9,3261.56,10,5,5,4,554,VIP Champions,2
CUST-02627,2025-09-05 12:12:03,5,4801.28,298,2,4,5,245,At-Risk High Value,2
CUST-02628,2026-02-01 16:15:51,5,4094.28,149,3,4,4,344,Loyal Customers,2
CUST-02629,2026-06-09 15:30:57,2,566.01,21,5,1,1,511,New / Recent Customers,1
CUST-02630,2025-12-23 16:05:18,5,3154.96,189,3,4,4,344,Loyal Customers,2
CUST-02631,2025-06-08 02:32:19,2,1790.41,387,1,1,2,112,Hibernating / Lost,3
CUST-02632,2026-05-07 11:08:38,4,3136.87,54,4,3,4,434,Loyal Customers,2
CUST-02633,2026-01-03 23:16:20,2,606.83,178,3,1,1,311,Hibernating / Lost,1
CUST-02634,2026-05-17 21:44:43,8,4464.83,44,5,5,4,554,VIP Champions,2
CUST-02635,2026-03-07 06:31:28,1,62.0,115,4,1,1,411,New / Recent Customers,1
CUST-02637,2024-08-05 01:31:50,1,327.01,694,1,1,1,111,Hibernating / Lost,3
CUST-02638,2025-12-20 22:52:02,5,2294.03,192,3,4,3,343,Loyal Customers,2
CUST-02639,2026-06-20 06:32:17,2,651.49,10,5,1,1,511,New / Recent Customers,1
CUST-02640,2024-08-09 10:05:30,2,1354.5900000000001,690,1,1,2,112,Hibernating / Lost,3
CUST-02641,2026-04-16 01:54:14,3,3791.3399999999997,75,4,2,4,424,New / Recent Customers,1
CUST-02642,2026-03-17 04:29:02,5,10508.73,105,4,4,5,445,VIP Champions,0
CUST-02643,2025-11-16 02:19:15,6,3981.53,226,2,5,4,254,At-Risk High Value,2
CUST-02645,2026-04-20 04:03:24,6,4650.78,71,4,5,4,454,VIP Champions,2
CUST-02646,2026-06-28 12:49:12,3,1038.06,2,5,2,1,521,New / Recent Customers,1
CUST-02647,2025-11-11 15:34:17,5,2053.7,231,2,4,2,242,At-Risk High Value,2
CUST-02648,2026-03-20 03:32:51,6,3884.52,102,4,5,4,454,VIP Champions,2
CUST-02649,2025-07-03 14:36:25,5,2058.9700000000003,362,1,4,2,142,At-Risk High Value,2
CUST-02650,2026-02-19 10:00:32,3,9450.14,131,3,2,5,325,Hibernating / Lost,0
CUST-02651,2026-03-08 12:35:45,6,3654.56,114,4,5,4,454,VIP Champions,2
CUST-02652,2025-10-26 02:15:40,2,1986.56,247,2,1,2,212,Hibernating / Lost,1
CUST-02653,2026-06-02 22:25:30,3,1905.71,28,5,2,2,522,New / Recent Customers,1
CUST-02654,2025-06-25 15:13:32,5,2572.6099999999997,370,1,4,3,143,At-Risk High Value,2
CUST-02655,2026-06-08 23:45:18,7,5819.0,22,5,5,5,555,VIP Champions,0
CUST-02656,2026-05-14 10:38:20,4,2968.71,47,5,3,3,533,Loyal Customers,2
CUST-02657,2025-02-24 01:50:36,3,2475.92,491,1,2,3,123,Hibernating / Lost,3
CUST-02658,2026-06-15 02:44:05,3,704.31,15,5,2,1,521,New / Recent Customers,1
CUST-02659,2026-03-24 08:39:32,3,990.12,98,4,2,1,421,New / Recent Customers,1
CUST-02660,2025-11-17 17:57:29,3,1136.67,225,2,2,1,221,Hibernating / Lost,1
CUST-02661,2024-12-14 21:13:03,1,373.67,563,1,1,1,111,Hibernating / Lost,3
CUST-02662,2025-08-30 00:22:46,3,1015.46,304,2,2,1,221,Hibernating / Lost,1
CUST-02663,2025-02-24 13:16:11,2,682.95,491,1,1,1,111,Hibernating / Lost,3
CUST-02664,2026-01-15 14:26:42,1,273.25,166,3,1,1,311,Hibernating / Lost,1
CUST-02665,2026-06-09 07:59:56,4,2740.86,21,5,3,3,533,Loyal Customers,2
CUST-02666,2025-04-02 00:36:42,3,5101.74,454,1,2,5,125,Hibernating / Lost,3
CUST-02667,2025-06-27 20:12:56,2,856.03,368,1,1,1,111,Hibernating / Lost,3
CUST-02668,2025-09-24 20:48:43,1,2125.05,279,2,1,2,212,Hibernating / Lost,1
CUST-02669,2026-01-09 21:50:14,4,1485.74,172,3,3,2,332,Loyal Customers,1
CUST-02670,2026-05-30 15:35:45,3,9118.89,31,5,2,5,525,New / Recent Customers,0
CUST-02671,2025-08-30 10:30:51,6,2784.83,304,2,5,3,253,At-Risk High Value,2
CUST-02672,2026-04-28 21:40:28,9,9504.22,63,4,5,5,455,VIP Champions,0
CUST-02673,2026-05-30 22:43:37,6,3633.66,31,5,5,4,554,VIP Champions,2
CUST-02674,2025-05-11 18:35:00,3,5653.26,415,1,2,5,125,Hibernating / Lost,3
CUST-02675,2026-03-24 19:16:46,6,5621.4800000000005,98,4,5,5,455,VIP Champions,2
CUST-02676,2026-04-17 15:16:21,4,5600.97,74,4,3,5,435,Loyal Customers,2
CUST-02677,2026-03-25 15:41:52,2,384.78,97,4,1,1,411,New / Recent Customers,1
CUST-02678,2025-10-21 22:22:18,3,1303.27,252,2,2,2,222,Hibernating / Lost,1
CUST-02679,2024-10-02 14:21:34,1,140.44,636,1,1,1,111,Hibernating / Lost,3
CUST-02680,2026-01-23 08:26:17,6,4238.73,158,3,5,4,354,Loyal Customers,2
CUST-02681,2026-06-22 17:56:32,10,10391.4,8,5,5,5,555,VIP Champions,0
CUST-02682,2025-03-27 06:58:28,2,2153.91,460,1,1,2,112,Hibernating / Lost,3
CUST-02683,2025-08-30 17:41:12,5,2327.69,304,2,4,3,243,At-Risk High Value,2
CUST-02684,2025-08-03 16:14:50,3,1945.58,331,2,2,2,222,Hibernating / Lost,1
CUST-02685,2026-05-22 12:11:22,7,4613.69,39,5,5,4,554,VIP Champions,2
CUST-02686,2025-12-19 02:59:39,3,3011.84,193,3,2,3,323,Hibernating / Lost,1
CUST-02687,2026-01-29 17:46:13,6,3396.31,152,3,5,4,354,Loyal Customers,2
CUST-02688,2026-05-22 00:54:53,5,4395.83,39,5,4,4,544,VIP Champions,2
CUST-02689,2026-04-15 07:59:36,2,418.24,76,4,1,1,411,New / Recent Customers,1
CUST-02690,2026-03-27 21:21:05,4,2489.9,95,4,3,3,433,Loyal Customers,1
CUST-02691,2026-01-05 22:59:03,6,4668.37,176,3,5,4,354,Loyal Customers,2
CUST-02692,2026-06-22 07:23:16,3,1756.33,8,5,2,2,522,New / Recent Customers,1
CUST-02693,2025-10-21 02:26:25,4,4591.23,252,2,3,4,234,At-Risk High Value,2
CUST-02694,2026-01-11 04:54:31,3,1272.8200000000002,170,3,2,2,322,Hibernating / Lost,1
CUST-02695,2026-05-18 02:40:08,4,1899.28,43,5,3,2,532,Loyal Customers,1
CUST-02696,2026-06-11 01:55:58,4,593.18,19,5,3,1,531,Loyal Customers,1
CUST-02697,2026-05-13 09:28:52,5,3050.11,48,5,4,3,543,Loyal Customers,2
CUST-02698,2026-05-08 08:18:29,3,4332.46,53,4,2,4,424,New / Recent Customers,1
CUST-02699,2026-06-10 03:44:50,6,5580.9400000000005,20,5,5,5,555,VIP Champions,2
CUST-02700,2026-03-09 18:07:57,4,2180.55,113,4,3,3,433,Loyal Customers,1
CUST-02701,2026-02-06 23:38:32,6,3535.71,144,3,5,4,354,Loyal Customers,2
CUST-02702,2026-06-18 20:42:29,8,8807.39,12,5,5,5,555,VIP Champions,0
CUST-02703,2025-09-28 11:55:51,4,3854.75,275,2,3,4,234,At-Risk High Value,2
CUST-02704,2026-05-24 14:13:03,5,4148.48,37,5,4,4,544,VIP Champions,2
CUST-02705,2025-05-11 13:08:51,4,2533.4500000000003,415,1,3,3,133,At-Risk High Value,3
CUST-02706,2025-08-09 07:25:39,3,2042.23,325,2,2,2,222,Hibernating / Lost,1
CUST-02707,2026-03-24 15:17:27,3,2453.6499999999996,98,4,2,3,423,New / Recent Customers,1
CUST-02708,2025-11-08 12:45:57,5,3923.52,234,2,4,4,244,At-Risk High Value,2
CUST-02709,2025-10-11 05:30:39,3,1300.82,262,2,2,2,222,Hibernating / Lost,1
CUST-02710,2026-02-24 12:36:33,3,1350.6799999999998,126,3,2,2,322,Hibernating / Lost,1
CUST-02711,2024-11-06 21:10:42,4,1665.73,601,1,3,2,132,At-Risk High Value,3
CUST-02712,2025-11-04 05:29:20,6,5273.5199999999995,238,2,5,5,255,At-Risk High Value,2
CUST-02713,2026-06-25 13:34:25,2,1471.71,5,5,1,2,512,New / Recent Customers,1
CUST-02714,2026-01-07 05:07:13,5,2594.45,174,3,4,3,343,Loyal Customers,2
CUST-02715,2026-06-06 03:15:32,7,5793.11,24,5,5,5,555,VIP Champions,0
CUST-02716,2026-04-26 05:08:45,5,7420.67,65,4,4,5,445,VIP Champions,0
CUST-02717,2025-10-20 10:43:30,4,3031.9700000000003,253,2,3,3,233,At-Risk High Value,1
CUST-02718,2025-08-26 01:18:57,4,3549.03,308,2,3,4,234,At-Risk High Value,2
CUST-02719,2026-04-11 03:08:47,5,3481.41,80,4,4,4,444,VIP Champions,2
CUST-02720,2026-02-20 18:09:09,5,3762.39,130,3,4,4,344,Loyal Customers,2
CUST-02721,2026-01-15 23:26:54,4,1079.41,166,3,3,1,331,Loyal Customers,1
CUST-02722,2024-07-18 05:22:19,3,5307.65,712,1,2,5,125,Hibernating / Lost,3
CUST-02723,2026-02-23 19:49:48,1,730.01,127,3,1,1,311,Hibernating / Lost,1
CUST-02724,2025-05-01 16:26:32,3,596.52,425,1,2,1,121,Hibernating / Lost,3
CUST-02725,2024-09-24 17:19:49,1,167.52,644,1,1,1,111,Hibernating / Lost,3
CUST-02726,2025-12-29 22:33:05,4,1019.16,183,3,3,1,331,Loyal Customers,1
CUST-02727,2026-04-17 00:16:12,5,5304.78,74,4,4,5,445,VIP Champions,2
CUST-02728,2025-11-17 22:01:06,9,5366.36,225,2,5,5,255,At-Risk High Value,0
CUST-02729,2026-06-07 15:15:11,7,7017.19,23,5,5,5,555,VIP Champions,0
CUST-02730,2026-03-02 20:48:05,3,982.79,120,3,2,1,321,Hibernating / Lost,1
CUST-02731,2026-01-16 04:45:24,4,4461.02,165,3,3,4,334,Loyal Customers,2
CUST-02732,2025-05-12 03:47:40,4,2117.21,414,1,3,2,132,At-Risk High Value,3
CUST-02733,2025-12-11 03:15:06,5,2674.95,201,3,4,3,343,Loyal Customers,2
CUST-02734,2025-02-07 07:30:07,2,426.83,508,1,1,1,111,Hibernating / Lost,3
CUST-02735,2026-03-19 20:47:36,2,571.53,103,4,1,1,411,New / Recent Customers,1
CUST-02736,2024-12-18 01:45:33,2,416.36,559,1,2,1,121,Hibernating / Lost,3
CUST-02738,2025-12-10 19:08:36,6,6136.34,202,3,5,5,355,Loyal Customers,0
CUST-02739,2026-02-13 17:52:15,5,5586.5199999999995,137,3,4,5,345,Loyal Customers,2
CUST-02740,2026-02-22 17:29:11,4,3271.92,128,3,3,4,334,Loyal Customers,2
CUST-02741,2026-01-08 19:45:38,2,1666.76,173,3,2,2,322,Hibernating / Lost,1
CUST-02742,2026-05-19 19:50:04,3,2062.78,42,5,2,2,522,New / Recent Customers,1
CUST-02743,2025-08-27 02:07:11,4,4624.97,307,2,3,4,234,At-Risk High Value,2
CUST-02745,2026-04-22 09:14:18,4,10114.710000000001,69,4,3,5,435,Loyal Customers,0
CUST-02746,2026-06-22 08:49:20,5,4771.95,8,5,4,5,545,VIP Champions,2
CUST-02747,2025-10-18 11:14:11,4,1532.74,255,2,3,2,232,At-Risk High Value,1
CUST-02748,2026-06-01 15:32:25,2,1840.8300000000002,29,5,2,2,522,New / Recent Customers,1
CUST-02749,2026-06-22 10:20:20,6,4970.57,8,5,5,5,555,VIP Champions,2
CUST-02750,2026-04-27 07:36:08,3,3935.52,64,4,2,4,424,New / Recent Customers,1
CUST-02751,2026-03-16 15:42:14,5,1835.93,106,4,4,2,442,Loyal Customers,2
CUST-02752,2025-06-23 02:00:42,5,5938.929999999999,372,1,4,5,145,At-Risk High Value,2
CUST-02753,2026-06-13 17:32:20,6,3773.94,17,5,5,4,554,VIP Champions,2
CUST-02754,2026-06-02 02:24:13,2,8684.76,28,5,2,5,525,New / Recent Customers,0
CUST-02755,2026-04-15 11:17:18,5,4838.5,76,4,4,5,445,VIP Champions,2
CUST-02756,2025-04-07 10:26:22,3,1247.78,449,1,2,2,122,Hibernating / Lost,3
CUST-02757,2025-12-01 05:52:36,3,4822.77,211,2,2,5,225,Hibernating / Lost,2
CUST-02758,2025-03-26 18:58:24,1,152.88,461,1,1,1,111,Hibernating / Lost,3
CUST-02759,2025-11-20 15:31:21,4,1542.58,222,2,3,2,232,At-Risk High Value,1
CUST-02760,2026-05-10 17:25:22,2,1561.32,51,5,2,2,522,New / Recent Customers,1
CUST-02761,2025-11-28 22:20:20,1,965.34,214,2,1,1,211,Hibernating / Lost,1
CUST-02762,2025-09-29 11:45:23,3,950.08,274,2,2,1,221,Hibernating / Lost,1
CUST-02763,2025-10-27 16:31:41,5,3641.52,246,2,4,4,244,At-Risk High Value,2
CUST-02764,2025-08-13 08:03:29,3,985.5,321,2,2,1,221,Hibernating / Lost,1
CUST-02765,2026-05-08 18:46:24,6,3585.48,53,4,5,4,454,VIP Champions,2
CUST-02766,2025-08-02 14:35:31,6,7338.51,332,2,5,5,255,At-Risk High Value,0
CUST-02767,2024-10-29 07:31:02,3,1706.06,609,1,2,2,122,Hibernating / Lost,3
CUST-02768,2025-05-12 08:13:59,3,1454.58,414,1,2,2,122,Hibernating / Lost,3
CUST-02769,2026-02-07 04:01:57,8,6681.41,143,3,5,5,355,Loyal Customers,0
CUST-02770,2026-04-23 04:09:10,4,4753.68,68,4,3,5,435,Loyal Customers,2
CUST-02771,2026-01-28 21:58:20,6,5717.26,153,3,5,5,355,Loyal Customers,2
CUST-02772,2026-04-13 22:12:34,7,2270.87,78,4,5,3,453,Loyal Customers,2
CUST-02773,2026-06-08 04:36:47,2,2418.38,22,5,2,3,523,New / Recent Customers,1
CUST-02774,2025-02-18 23:29:41,5,2645.7400000000002,497,1,4,3,143,At-Risk High Value,3
CUST-02775,2026-01-05 01:12:37,3,951.0,176,3,2,1,321,Hibernating / Lost,1
CUST-02776,2025-11-14 00:47:41,2,1310.1599999999999,228,2,2,2,222,Hibernating / Lost,1
CUST-02777,2025-08-26 10:31:54,5,1172.97,308,2,4,1,241,At-Risk High Value,1
CUST-02778,2025-08-23 01:42:57,2,2143.0,311,2,2,2,222,Hibernating / Lost,1
CUST-02779,2025-07-16 15:56:10,2,1235.28,349,2,2,2,222,Hibernating / Lost,1
CUST-02780,2026-05-30 13:34:21,7,3064.63,31,5,5,3,553,Loyal Customers,2
CUST-02781,2026-03-05 04:24:09,7,4755.41,117,3,5,5,355,Loyal Customers,2
CUST-02782,2026-04-19 03:30:37,6,2640.61,72,4,5,3,453,Loyal Customers,2
CUST-02783,2024-11-05 10:20:31,2,451.1,602,1,2,1,121,Hibernating / Lost,3
CUST-02784,2026-06-17 19:37:19,8,6941.82,13,5,5,5,555,VIP Champions,0
CUST-02785,2025-07-07 18:43:52,2,1613.6799999999998,358,1,2,2,122,Hibernating / Lost,1
CUST-02786,2026-02-21 00:51:34,5,4908.57,129,3,4,5,345,Loyal Customers,2
CUST-02787,2024-05-08 08:55:49,1,1501.68,783,1,1,2,112,Hibernating / Lost,3
CUST-02788,2025-01-08 21:14:54,4,3522.1,538,1,3,4,134,At-Risk High Value,3
CUST-02789,2025-12-07 03:55:13,4,2032.07,205,3,3,2,332,Loyal Customers,1
CUST-02790,2025-07-08 16:41:24,4,2948.34,357,1,3,3,133,At-Risk High Value,1
CUST-02791,2024-12-01 11:52:27,4,3102.08,576,1,3,3,133,At-Risk High Value,3
CUST-02792,2025-10-22 22:04:36,1,1416.39,251,2,1,2,212,Hibernating / Lost,1
CUST-02793,2026-05-05 23:39:57,4,2155.79,56,4,3,2,432,Loyal Customers,1
CUST-02794,2026-03-16 12:15:44,4,2323.64,106,4,3,3,433,Loyal Customers,1
CUST-02795,2025-09-07 13:05:11,2,394.1,296,2,2,1,221,Hibernating / Lost,1
CUST-02796,2025-10-17 03:59:05,3,2579.2400000000002,256,2,2,3,223,Hibernating / Lost,1
CUST-02797,2026-05-26 11:14:21,9,4675.27,35,5,5,4,554,VIP Champions,0
CUST-02798,2026-06-28 16:56:28,6,5167.18,2,5,5,5,555,VIP Champions,2
CUST-02799,2024-05-22 10:39:23,2,3585.45,769,1,2,4,124,Hibernating / Lost,3
CUST-02800,2026-06-03 15:48:37,3,1817.8999999999999,27,5,2,2,522,New / Recent Customers,1
CUST-02801,2025-04-18 02:08:16,2,886.72,438,1,2,1,121,Hibernating / Lost,3
CUST-02802,2025-03-29 07:57:05,6,2477.85,458,1,5,3,153,At-Risk High Value,2
CUST-02803,2026-04-09 19:53:32,5,3880.7799999999997,82,4,4,4,444,VIP Champions,2
CUST-02804,2026-04-16 08:50:47,6,3483.5699999999997,75,4,5,4,454,VIP Champions,2
CUST-02805,2026-04-07 21:29:59,7,9666.9,84,4,5,5,455,VIP Champions,0
CUST-02806,2024-05-14 21:48:04,2,2152.41,777,1,2,2,122,Hibernating / Lost,3
CUST-02807,2025-10-12 20:33:35,4,9955.289999999999,261,2,3,5,235,At-Risk High Value,0
CUST-02808,2026-06-12 14:38:27,4,2601.0,18,5,3,3,533,Loyal Customers,2
CUST-02809,2026-05-12 16:52:57,6,5742.62,49,5,5,5,555,VIP Champions,0
CUST-02810,2026-04-04 15:05:10,4,3826.1,87,4,3,4,434,Loyal Customers,2
CUST-02811,2026-06-25 04:31:49,3,1598.28,5,5,2,2,522,New / Recent Customers,1
CUST-02812,2026-06-24 11:18:43,5,5078.33,6,5,4,5,545,VIP Champions,2
CUST-02813,2026-05-09 10:52:01,8,5545.43,52,4,5,5,455,VIP Champions,0
CUST-02814,2025-06-21 15:38:04,5,2633.36,374,1,4,3,143,At-Risk High Value,2
CUST-02815,2026-04-15 03:46:24,3,1048.0900000000001,76,4,2,1,421,New / Recent Customers,1
CUST-02816,2025-07-26 17:25:15,9,3433.18,339,2,5,4,254,At-Risk High Value,2
CUST-02817,2024-06-24 19:45:06,1,512.93,736,1,1,1,111,Hibernating / Lost,3
CUST-02818,2026-05-08 14:05:46,6,2743.27,53,4,5,3,453,Loyal Customers,2
CUST-02819,2026-03-15 14:44:27,6,2562.58,107,4,5,3,453,Loyal Customers,2
CUST-02820,2026-05-08 11:22:54,5,5599.37,53,4,4,5,445,VIP Champions,2
CUST-02821,2025-11-11 21:49:42,2,1824.5500000000002,231,2,2,2,222,Hibernating / Lost,1
CUST-02822,2026-01-25 18:40:45,4,6484.36,156,3,3,5,335,Loyal Customers,2
CUST-02823,2026-05-07 18:08:42,2,1272.5300000000002,54,4,2,2,422,New / Recent Customers,1
CUST-02824,2025-03-23 02:12:19,3,1614.82,464,1,2,2,122,Hibernating / Lost,3
CUST-02825,2025-03-09 04:26:09,5,1500.42,478,1,4,2,142,At-Risk High Value,3
CUST-02826,2026-01-07 12:59:38,4,1589.16,174,3,3,2,332,Loyal Customers,1
CUST-02827,2025-12-08 03:41:40,1,179.82,204,3,1,1,311,Hibernating / Lost,1
CUST-02828,2025-02-09 15:50:06,3,3333.51,506,1,2,4,124,Hibernating / Lost,3
CUST-02829,2026-04-21 07:06:55,6,2898.2,70,4,5,3,453,Loyal Customers,2
CUST-02830,2025-08-01 10:47:20,1,134.24,333,2,1,1,211,Hibernating / Lost,1
CUST-02832,2026-06-01 19:34:27,4,2154.88,29,5,3,2,532,Loyal Customers,1
CUST-02833,2025-05-11 20:31:56,4,4644.67,415,1,3,4,134,At-Risk High Value,2
CUST-02834,2025-02-20 15:39:14,1,377.12,495,1,1,1,111,Hibernating / Lost,3
CUST-02835,2025-03-05 01:52:07,3,7251.18,482,1,2,5,125,Hibernating / Lost,3
CUST-02837,2025-04-13 10:00:41,2,3643.52,443,1,2,4,124,Hibernating / Lost,3
CUST-02838,2025-08-01 07:42:24,2,904.04,333,2,2,1,221,Hibernating / Lost,1
CUST-02839,2026-05-22 20:41:11,13,6629.08,39,5,5,5,555,VIP Champions,0
CUST-02840,2026-02-17 23:37:55,1,1033.12,133,3,1,1,311,Hibernating / Lost,1
CUST-02841,2026-04-12 22:17:46,3,1737.47,79,4,2,2,422,New / Recent Customers,1
CUST-02842,2025-04-24 09:37:23,7,4322.0,432,1,5,4,154,At-Risk High Value,2
CUST-02843,2026-05-13 09:11:55,3,1012.57,48,5,2,1,521,New / Recent Customers,1
CUST-02844,2025-05-29 11:52:10,3,2599.02,397,1,2,3,123,Hibernating / Lost,3
CUST-02845,2025-11-25 06:48:34,4,1312.2,217,2,3,2,232,At-Risk High Value,1
CUST-02846,2026-06-23 23:12:11,1,576.9,7,5,1,1,511,New / Recent Customers,1
CUST-02847,2024-04-09 12:52:20,2,851.36,812,1,2,1,121,Hibernating / Lost,3
CUST-02848,2026-06-16 00:30:10,6,4784.33,14,5,5,5,555,VIP Champions,2
CUST-02849,2026-05-16 20:52:07,6,7296.7699999999995,45,5,5,5,555,VIP Champions,0
CUST-02850,2024-04-15 11:17:46,1,151.28,806,1,1,1,111,Hibernating / Lost,3
CUST-02851,2025-10-02 16:17:26,2,1748.9499999999998,271,2,2,2,222,Hibernating / Lost,1
CUST-02852,2025-12-31 21:16:00,4,1656.19,181,3,3,2,332,Loyal Customers,1
CUST-02853,2025-05-23 15:45:32,3,1507.27,403,1,2,2,122,Hibernating / Lost,3
CUST-02854,2024-10-15 04:19:15,3,1172.01,623,1,2,1,121,Hibernating / Lost,3
CUST-02855,2025-05-05 02:41:37,1,476.82,421,1,1,1,111,Hibernating / Lost,3
CUST-02856,2025-07-09 06:11:40,3,1338.21,356,2,2,2,222,Hibernating / Lost,1
CUST-02857,2026-01-06 14:21:45,4,3723.7200000000003,175,3,3,4,334,Loyal Customers,2
CUST-02858,2025-08-03 06:10:00,2,1584.77,331,2,2,2,222,Hibernating / Lost,1
CUST-02859,2026-02-10 23:51:03,3,2120.7799999999997,140,3,2,2,322,Hibernating / Lost,1
CUST-02860,2025-12-29 08:54:15,8,3049.34,183,3,5,3,353,Loyal Customers,2
CUST-02861,2025-10-17 01:28:18,4,3246.02,256,2,3,4,234,At-Risk High Value,2
CUST-02862,2025-12-20 15:07:41,1,2030.31,192,3,1,2,312,Hibernating / Lost,1
CUST-02863,2026-06-29 08:44:51,2,715.8499999999999,1,5,2,1,521,New / Recent Customers,1
CUST-02864,2025-12-22 10:12:04,3,783.17,190,3,2,1,321,Hibernating / Lost,1
CUST-02865,2025-11-27 10:46:55,5,2445.37,215,2,4,3,243,At-Risk High Value,2
CUST-02866,2026-03-29 15:59:11,4,2153.52,93,4,3,2,432,Loyal Customers,1
CUST-02867,2026-03-25 19:31:58,5,13656.99,97,4,4,5,445,VIP Champions,0
CUST-02868,2026-03-16 16:38:10,4,2012.47,106,4,3,2,432,Loyal Customers,1
CUST-02869,2024-08-15 15:33:45,2,1098.06,684,1,2,1,121,Hibernating / Lost,3
CUST-02870,2024-07-23 14:02:04,1,355.77,707,1,1,1,111,Hibernating / Lost,3
CUST-02871,2025-10-30 07:05:09,1,1137.32,243,2,1,1,211,Hibernating / Lost,1
CUST-02872,2025-09-22 19:46:04,3,3812.52,281,2,2,4,224,Hibernating / Lost,1
CUST-02873,2026-03-29 12:30:44,3,6843.42,93,4,2,5,425,New / Recent Customers,2
CUST-02874,2024-03-31 16:09:35,1,1774.8,821,1,1,2,112,Hibernating / Lost,3
CUST-02875,2025-07-12 08:08:46,3,6837.66,353,2,2,5,225,Hibernating / Lost,2
CUST-02876,2025-06-13 10:28:38,2,2111.99,382,1,2,2,122,Hibernating / Lost,3
CUST-02877,2025-07-26 19:19:40,3,1106.95,339,2,2,1,221,Hibernating / Lost,1
CUST-02878,2026-05-28 11:31:55,1,512.19,33,5,1,1,511,New / Recent Customers,1
