campaign_id,customer_id,campaign_type,marketing_cost,conversion_status,revenue_generated
CMP-03020,CUST-00555,Google PPC,68.84,Not Converted,0.0
CMP-03021,CUST-02385,Email Retargeting,30.26,Not Converted,0.0
CMP-03022,CUST-02829,Email Retargeting,73.8,Not Converted,0.0
CMP-03023,CUST-02737,Email Retargeting,76.72,Not Converted,0.0
CMP-03024,CUST-01499,Google PPC,70.81,Not Converted,0.0
CMP-03025,CUST-02152,Google PPC,29.95,Not Converted,0.0
CMP-03026,CUST-01280,Email Retargeting,55.51,Converted,186.68
CMP-03027,CUST-03289,Meta Paid Ads,10.32,Not Converted,0.0
CMP-03028,CUST-01912,Email Retargeting,81.72,Not Converted,0.0
CMP-03029,CUST-02953,Meta Paid Ads,14.03,Not Converted,0.0
CMP-03030,CUST-02045,Google PPC,15.94,Not Converted,0.0
CMP-03031,CUST-00801,Google PPC,79.96,Not Converted,0.0
CMP-03032,CUST-03119,Google PPC,66.33,Not Converted,0.0
CMP-03033,CUST-01085,Email Retargeting,32.46,Not Converted,0.0
CMP-03034,CUST-02982,Email Retargeting,19.96,Not Converted,0.0
CMP-03035,CUST-00895,Email Retargeting,68.12,Not Converted,0.0
CMP-03036,CUST-02842,Meta Paid Ads,65.09,Converted,324.01
CMP-03037,CUST-01998,Google PPC,69.67,Not Converted,0.0
CMP-03038,CUST-00380,Meta Paid Ads,44.14,Not Converted,0.0
CMP-03039,CUST-01424,Influencer Sponsor,12.71,Not Converted,0.0
CMP-03040,CUST-03421,Email Retargeting,61.58,Not Converted,0.0
CMP-03041,CUST-00806,Google PPC,77.8,Not Converted,0.0
CMP-03042,CUST-02779,Meta Paid Ads,5.22,Not Converted,0.0
CMP-03043,CUST-00480,Influencer Sponsor,48.89,Converted,297.31
CMP-03044,CUST-02884,Affiliate Promo,80.67,Not Converted,0.0
CMP-03045,CUST-02318,Google PPC,31.98,Not Converted,0.0
CMP-03046,CUST-02014,Email Retargeting,48.81,Not Converted,0.0
CMP-03047,CUST-01100,Google PPC,66.13,Converted,375.93
CMP-03048,CUST-02213,Meta Paid Ads,15.9,Converted,83.17
CMP-03049,CUST-03160,Google PPC,27.13,Not Converted,0.0
CMP-03050,CUST-00697,Influencer Sponsor,73.58,Converted,348.28
CMP-03051,CUST-00653,Meta Paid Ads,19.86,Not Converted,0.0
CMP-03052,CUST-01972,Meta Paid Ads,36.01,Not Converted,0.0
CMP-03053,CUST-00727,Meta Paid Ads,6.5,Converted,30.34
CMP-03054,CUST-01461,Google PPC,82.88,Not Converted,0.0
CMP-03055,CUST-02098,Affiliate Promo,45.37,Not Converted,0.0
CMP-03056,CUST-00359,Email Retargeting,29.28,Converted,130.48
CMP-03057,CUST-01121,Email Retargeting,64.71,Not Converted,0.0
CMP-03058,CUST-01848,Email Retargeting,41.19,Not Converted,0.0
CMP-03059,CUST-00958,Affiliate Promo,66.77,Not Converted,0.0
CMP-03060,CUST-00410,Email Retargeting,9.72,Not Converted,0.0
CMP-03061,CUST-02426,Influencer Sponsor,14.81,Not Converted,0.0
CMP-03062,CUST-02665,Email Retargeting,8.32,Not Converted,0.0
CMP-03063,CUST-02646,Meta Paid Ads,15.31,Converted,55.54
CMP-03064,CUST-02288,Email Retargeting,48.32,Converted,143.41
CMP-03065,CUST-02854,Email Retargeting,43.35,Not Converted,0.0
CMP-03066,CUST-02511,Email Retargeting,46.15,Not Converted,0.0
CMP-03067,CUST-02982,Email Retargeting,53.44,Not Converted,0.0
CMP-03068,CUST-00611,Email Retargeting,70.28,Not Converted,0.0
CMP-03069,CUST-00885,Meta Paid Ads,49.9,Not Converted,0.0
CMP-03070,CUST-02319,Meta Paid Ads,84.92,Not Converted,0.0
CMP-03071,CUST-02793,Google PPC,32.7,Not Converted,0.0
CMP-03072,CUST-00799,Meta Paid Ads,10.88,Not Converted,0.0
CMP-03073,CUST-01732,Email Retargeting,53.82,Not Converted,0.0
CMP-03074,CUST-02287,Meta Paid Ads,64.8,Not Converted,0.0
CMP-03075,CUST-00471,Meta Paid Ads,64.91,Not Converted,0.0
CMP-03076,CUST-02538,Google PPC,66.71,Converted,248.18
CMP-03077,CUST-03428,Google PPC,7.87,Converted,58.01
CMP-03078,CUST-02200,Meta Paid Ads,78.98,Not Converted,0.0
CMP-03079,CUST-02229,Google PPC,75.24,Not Converted,0.0
CMP-03080,CUST-00675,Meta Paid Ads,69.0,Converted,370.18
CMP-03081,CUST-01722,Email Retargeting,44.65,Not Converted,0.0
CMP-03082,CUST-02901,Influencer Sponsor,82.57,Converted,485.4
CMP-03083,CUST-01408,Meta Paid Ads,77.56,Not Converted,0.0
CMP-03084,CUST-02117,Influencer Sponsor,71.82,Not Converted,0.0
CMP-03085,CUST-00241,Meta Paid Ads,48.25,Not Converted,0.0
CMP-03086,CUST-00513,Meta Paid Ads,16.08,Not Converted,0.0
CMP-03087,CUST-00164,Email Retargeting,36.23,Not Converted,0.0
CMP-03088,CUST-02546,Email Retargeting,37.76,Not Converted,0.0
CMP-03089,CUST-01789,Affiliate Promo,67.76,Not Converted,0.0
CMP-03090,CUST-02561,Email Retargeting,79.33,Not Converted,0.0
CMP-03091,CUST-02018,Email Retargeting,46.14,Not Converted,0.0
CMP-03092,CUST-01841,Email Retargeting,31.75,Not Converted,0.0
CMP-03093,CUST-02884,Google PPC,39.14,Converted,245.79
CMP-03094,CUST-03153,Meta Paid Ads,47.69,Not Converted,0.0
CMP-03095,CUST-02369,Email Retargeting,33.57,Not Converted,0.0
CMP-03096,CUST-02139,Email Retargeting,10.15,Not Converted,0.0
CMP-03097,CUST-01413,Google PPC,50.46,Converted,271.83
CMP-03098,CUST-01813,Meta Paid Ads,26.9,Not Converted,0.0
CMP-03099,CUST-01775,Google PPC,82.25,Not Converted,0.0
CMP-03100,CUST-00344,Google PPC,40.05,Not Converted,0.0
CMP-03101,CUST-03394,Email Retargeting,16.27,Not Converted,0.0
CMP-03102,CUST-03002,Meta Paid Ads,81.11,Not Converted,0.0
CMP-03103,CUST-00516,Affiliate Promo,49.67,Not Converted,0.0
CMP-03104,CUST-01879,Google PPC,82.65,Converted,459.22
CMP-03105,CUST-00172,Affiliate Promo,70.84,Not Converted,0.0
CMP-03106,CUST-01203,Google PPC,23.49,Not Converted,0.0
CMP-03107,CUST-03134,Google PPC,63.64,Converted,417.39
CMP-03108,CUST-02179,Influencer Sponsor,42.52,Not Converted,0.0
CMP-03109,CUST-02381,Google PPC,7.55,Not Converted,0.0
CMP-03110,CUST-03086,Google PPC,69.93,Not Converted,0.0
CMP-03111,CUST-00672,Meta Paid Ads,7.79,Not Converted,0.0
CMP-03112,CUST-03219,Email Retargeting,58.62,Not Converted,0.0
CMP-03113,CUST-03246,Meta Paid Ads,60.91,Not Converted,0.0
CMP-03114,CUST-00988,Google PPC,52.54,Not Converted,0.0
CMP-03115,CUST-00741,Google PPC,73.37,Not Converted,0.0
CMP-03116,CUST-00734,Email Retargeting,20.47,Converted,153.71
CMP-03117,CUST-00359,Google PPC,67.41,Not Converted,0.0
CMP-03118,CUST-00186,Affiliate Promo,42.75,Converted,198.54
CMP-03119,CUST-01298,Google PPC,45.81,Not Converted,0.0
CMP-03120,CUST-00841,Google PPC,75.68,Not Converted,0.0
CMP-03121,CUST-02564,Google PPC,6.97,Not Converted,0.0
CMP-03122,CUST-01677,Google PPC,31.45,Not Converted,0.0
CMP-03123,CUST-02999,Influencer Sponsor,68.36,Not Converted,0.0
CMP-03124,CUST-02906,Influencer Sponsor,78.68,Not Converted,0.0
CMP-03125,CUST-02502,Influencer Sponsor,27.5,Converted,124.73
CMP-03126,CUST-03207,Meta Paid Ads,10.49,Not Converted,0.0
CMP-03127,CUST-02405,Influencer Sponsor,43.25,Not Converted,0.0
CMP-03128,CUST-00996,Affiliate Promo,61.55,Not Converted,0.0
CMP-03129,CUST-02551,Meta Paid Ads,19.51,Not Converted,0.0
CMP-03130,CUST-01803,Affiliate Promo,82.72,Converted,475.26
CMP-03131,CUST-01544,Email Retargeting,11.59,Converted,78.52
CMP-03132,CUST-03320,Meta Paid Ads,17.63,Not Converted,0.0
CMP-03133,CUST-02184,Influencer Sponsor,19.06,Not Converted,0.0
CMP-03134,CUST-01058,Email Retargeting,50.46,Not Converted,0.0
CMP-03135,CUST-02226,Google PPC,55.03,Converted,296.31
CMP-03136,CUST-00647,Influencer Sponsor,5.37,Not Converted,0.0
CMP-03137,CUST-02831,Google PPC,70.59,Not Converted,0.0
CMP-03138,CUST-03156,Google PPC,84.09,Not Converted,0.0
CMP-03139,CUST-00400,Affiliate Promo,81.73,Not Converted,0.0
CMP-03140,CUST-01356,Affiliate Promo,47.96,Converted,252.75
CMP-03141,CUST-01983,Google PPC,5.53,Not Converted,0.0
CMP-03142,CUST-00936,Email Retargeting,19.83,Converted,64.0
CMP-03143,CUST-01323,Email Retargeting,84.09,Not Converted,0.0
CMP-03144,CUST-03280,Email Retargeting,43.22,Not Converted,0.0
CMP-03145,CUST-03395,Influencer Sponsor,34.48,Not Converted,0.0
CMP-03146,CUST-00313,Google PPC,41.46,Not Converted,0.0
CMP-03147,CUST-03136,Influencer Sponsor,26.83,Not Converted,0.0
CMP-03148,CUST-00958,Influencer Sponsor,26.18,Not Converted,0.0
CMP-03149,CUST-01980,Google PPC,36.5,Not Converted,0.0
CMP-03150,CUST-00907,Meta Paid Ads,14.73,Not Converted,0.0
CMP-03151,CUST-01728,Email Retargeting,14.86,Not Converted,0.0
CMP-03152,CUST-03139,Email Retargeting,40.32,Not Converted,0.0
CMP-03153,CUST-01538,Meta Paid Ads,52.58,Not Converted,0.0
CMP-03154,CUST-02826,Meta Paid Ads,57.02,Not Converted,0.0
CMP-03155,CUST-02156,Influencer Sponsor,76.44,Not Converted,0.0
CMP-03156,CUST-03105,Meta Paid Ads,82.17,Not Converted,0.0
CMP-03157,CUST-00735,Email Retargeting,65.51,Not Converted,0.0
CMP-03158,CUST-02639,Meta Paid Ads,52.7,Not Converted,0.0
CMP-03159,CUST-01855,Email Retargeting,36.04,Not Converted,0.0
CMP-03160,CUST-03108,Meta Paid Ads,68.6,Converted,178.56
CMP-03161,CUST-00865,Email Retargeting,77.41,Not Converted,0.0
CMP-03162,CUST-01799,Email Retargeting,15.13,Not Converted,0.0
CMP-03163,CUST-00105,Influencer Sponsor,51.7,Not Converted,0.0
CMP-03164,CUST-00287,Affiliate Promo,78.66,Not Converted,0.0
CMP-03165,CUST-02142,Meta Paid Ads,15.58,Not Converted,0.0
CMP-03166,CUST-01607,Email Retargeting,35.55,Not Converted,0.0
CMP-03167,CUST-01792,Email Retargeting,77.36,Not Converted,0.0
CMP-03168,CUST-02607,Google PPC,40.19,Converted,215.37
CMP-03169,CUST-02856,Affiliate Promo,45.81,Not Converted,0.0
CMP-03170,CUST-00356,Google PPC,5.7,Not Converted,0.0
CMP-03171,CUST-02913,Email Retargeting,66.01,Converted,245.65
CMP-03172,CUST-00920,Google PPC,13.56,Not Converted,0.0
CMP-03173,CUST-02486,Influencer Sponsor,34.72,Not Converted,0.0
CMP-03174,CUST-00348,Email Retargeting,18.44,Not Converted,0.0
CMP-03175,CUST-00202,Email Retargeting,20.56,Not Converted,0.0
CMP-03176,CUST-02317,Meta Paid Ads,38.46,Converted,244.33
CMP-03177,CUST-00243,Email Retargeting,34.58,Converted,206.25
CMP-03178,CUST-00751,Email Retargeting,48.31,Not Converted,0.0
CMP-03179,CUST-03422,Email Retargeting,24.77,Not Converted,0.0
CMP-03180,CUST-00360,Meta Paid Ads,12.15,Not Converted,0.0
CMP-03181,CUST-01680,Email Retargeting,72.55,Not Converted,0.0
CMP-03182,CUST-00667,Affiliate Promo,84.84,Not Converted,0.0
CMP-03183,CUST-02876,Influencer Sponsor,53.53,Not Converted,0.0
CMP-03184,CUST-03140,Google PPC,52.56,Not Converted,0.0
CMP-03185,CUST-00567,Email Retargeting,50.58,Not Converted,0.0
CMP-03186,CUST-00145,Email Retargeting,23.73,Not Converted,0.0
CMP-03187,CUST-00129,Influencer Sponsor,35.63,Not Converted,0.0
CMP-03188,CUST-00573,Email Retargeting,74.81,Not Converted,0.0
CMP-03189,CUST-00681,Influencer Sponsor,28.09,Not Converted,0.0
CMP-03190,CUST-00503,Email Retargeting,22.34,Converted,83.63
CMP-03191,CUST-01043,Google PPC,43.12,Not Converted,0.0
CMP-03192,CUST-02124,Google PPC,10.69,Not Converted,0.0
CMP-03193,CUST-01429,Meta Paid Ads,15.24,Not Converted,0.0
CMP-03194,CUST-00720,Meta Paid Ads,18.16,Not Converted,0.0
CMP-03195,CUST-03334,Meta Paid Ads,72.27,Not Converted,0.0
CMP-03196,CUST-01269,Email Retargeting,65.55,Not Converted,0.0
CMP-03197,CUST-02079,Email Retargeting,57.87,Not Converted,0.0
CMP-03198,CUST-02183,Affiliate Promo,29.59,Not Converted,0.0
CMP-03199,CUST-00013,Influencer Sponsor,15.44,Not Converted,0.0
CMP-03200,CUST-02549,Meta Paid Ads,23.55,Not Converted,0.0
CMP-03201,CUST-00385,Google PPC,30.1,Not Converted,0.0
CMP-03202,CUST-01590,Meta Paid Ads,57.93,Not Converted,0.0
CMP-03203,CUST-03240,Email Retargeting,72.47,Converted,303.99
CMP-03204,CUST-01027,Google PPC,19.27,Not Converted,0.0
CMP-03205,CUST-00725,Email Retargeting,46.68,Converted,212.46
CMP-03206,CUST-02989,Google PPC,36.23,Not Converted,0.0
CMP-03207,CUST-00026,Meta Paid Ads,11.64,Not Converted,0.0
CMP-03208,CUST-02268,Google PPC,81.72,Not Converted,0.0
CMP-03209,CUST-00710,Google PPC,15.44,Not Converted,0.0
CMP-03210,CUST-03188,Google PPC,72.0,Not Converted,0.0
CMP-03211,CUST-02010,Google PPC,48.39,Not Converted,0.0
CMP-03212,CUST-00313,Affiliate Promo,49.47,Not Converted,0.0
CMP-03213,CUST-01346,Meta Paid Ads,6.72,Not Converted,0.0
CMP-03214,CUST-02049,Influencer Sponsor,71.45,Not Converted,0.0
CMP-03215,CUST-02097,Meta Paid Ads,12.31,Not Converted,0.0
CMP-03216,CUST-02615,Affiliate Promo,59.74,Not Converted,0.0
CMP-03217,CUST-00138,Google PPC,75.07,Not Converted,0.0
CMP-03218,CUST-01963,Google PPC,56.36,Not Converted,0.0
CMP-03219,CUST-01888,Email Retargeting,76.44,Not Converted,0.0
CMP-03220,CUST-00403,Google PPC,23.92,Not Converted,0.0
CMP-03221,CUST-03380,Email Retargeting,76.91,Converted,275.77
CMP-03222,CUST-02034,Affiliate Promo,16.42,Converted,82.66
CMP-03223,CUST-01315,Google PPC,24.71,Converted,196.78
CMP-03224,CUST-02451,Meta Paid Ads,50.7,Not Converted,0.0
CMP-03225,CUST-00964,Influencer Sponsor,51.52,Not Converted,0.0
CMP-03226,CUST-00610,Google PPC,43.1,Converted,277.14
CMP-03227,CUST-03344,Google PPC,45.85,Not Converted,0.0
CMP-03228,CUST-00914,Google PPC,76.49,Not Converted,0.0
CMP-03229,CUST-03008,Email Retargeting,51.08,Not Converted,0.0
CMP-03230,CUST-02139,Google PPC,49.24,Not Converted,0.0
CMP-03231,CUST-01230,Google PPC,42.05,Converted,209.58
CMP-03232,CUST-00138,Google PPC,37.89,Converted,124.38
CMP-03233,CUST-02362,Affiliate Promo,83.16,Converted,419.5
CMP-03234,CUST-00555,Google PPC,37.2,Not Converted,0.0
CMP-03235,CUST-00434,Email Retargeting,11.1,Not Converted,0.0
CMP-03236,CUST-01342,Email Retargeting,50.12,Not Converted,0.0
CMP-03237,CUST-00507,Meta Paid Ads,12.37,Converted,64.16
CMP-03238,CUST-03215,Email Retargeting,17.43,Converted,114.02
CMP-03239,CUST-03144,Affiliate Promo,77.5,Not Converted,0.0
CMP-03240,CUST-02801,Email Retargeting,25.69,Not Converted,0.0
CMP-03241,CUST-00953,Google PPC,82.5,Not Converted,0.0
CMP-03242,CUST-01695,Email Retargeting,79.61,Not Converted,0.0
CMP-03243,CUST-01855,Email Retargeting,32.67,Not Converted,0.0
CMP-03244,CUST-01892,Email Retargeting,60.12,Not Converted,0.0
CMP-03245,CUST-01346,Meta Paid Ads,65.89,Not Converted,0.0
CMP-03246,CUST-02139,Email Retargeting,11.49,Not Converted,0.0
CMP-03247,CUST-02404,Affiliate Promo,68.62,Not Converted,0.0
CMP-03248,CUST-02411,Affiliate Promo,60.38,Not Converted,0.0
CMP-03249,CUST-02306,Email Retargeting,59.95,Not Converted,0.0
CMP-03250,CUST-01954,Affiliate Promo,31.55,Not Converted,0.0
CMP-03251,CUST-02019,Email Retargeting,11.55,Not Converted,0.0
CMP-03252,CUST-02333,Email Retargeting,12.5,Not Converted,0.0
CMP-03253,CUST-02069,Meta Paid Ads,23.78,Not Converted,0.0
CMP-03254,CUST-02450,Email Retargeting,77.81,Not Converted,0.0
CMP-03255,CUST-02219,Meta Paid Ads,75.27,Converted,391.33
CMP-03256,CUST-00057,Influencer Sponsor,61.96,Not Converted,0.0
CMP-03257,CUST-01386,Meta Paid Ads,32.62,Not Converted,0.0
CMP-03258,CUST-00080,Google PPC,80.0,Converted,425.74
CMP-03259,CUST-02034,Affiliate Promo,39.92,Not Converted,0.0
CMP-03260,CUST-01822,Affiliate Promo,16.7,Converted,60.81
CMP-03261,CUST-00436,Meta Paid Ads,74.62,Not Converted,0.0
CMP-03262,CUST-00829,Google PPC,57.5,Converted,326.13
CMP-03263,CUST-03183,Email Retargeting,74.1,Not Converted,0.0
CMP-03264,CUST-00356,Influencer Sponsor,36.61,Not Converted,0.0
CMP-03265,CUST-03072,Email Retargeting,24.02,Converted,61.19
CMP-03266,CUST-00582,Affiliate Promo,69.45,Not Converted,0.0
CMP-03267,CUST-00046,Influencer Sponsor,70.08,Not Converted,0.0
CMP-03268,CUST-03236,Google PPC,12.28,Converted,73.3
CMP-03269,CUST-00909,Meta Paid Ads,44.0,Not Converted,0.0
CMP-03270,CUST-01363,Affiliate Promo,44.78,Not Converted,0.0
CMP-03271,CUST-02960,Google PPC,22.37,Not Converted,0.0
CMP-03272,CUST-03000,Google PPC,53.12,Not Converted,0.0
CMP-03273,CUST-01833,Email Retargeting,37.34,Converted,146.07
CMP-03274,CUST-02843,Affiliate Promo,74.24,Not Converted,0.0
CMP-03275,CUST-01743,Email Retargeting,78.12,Not Converted,0.0
CMP-03276,CUST-00303,Meta Paid Ads,46.35,Converted,130.78
CMP-03277,CUST-02694,Google PPC,52.94,Not Converted,0.0
CMP-03278,CUST-03437,Influencer Sponsor,7.48,Not Converted,0.0
CMP-03279,CUST-00468,Google PPC,58.31,Not Converted,0.0
CMP-03280,CUST-02139,Meta Paid Ads,35.96,Not Converted,0.0
CMP-03281,CUST-00805,Meta Paid Ads,73.14,Not Converted,0.0
CMP-03282,CUST-01946,Email Retargeting,16.55,Converted,117.66
CMP-03283,CUST-00967,Google PPC,35.71,Converted,224.69
CMP-03284,CUST-01424,Affiliate Promo,63.57,Not Converted,0.0
CMP-03285,CUST-03315,Google PPC,39.45,Not Converted,0.0
CMP-03286,CUST-00343,Meta Paid Ads,45.3,Not Converted,0.0
CMP-03287,CUST-03028,Google PPC,46.56,Not Converted,0.0
CMP-03288,CUST-02618,Meta Paid Ads,37.23,Not Converted,0.0
CMP-03289,CUST-01501,Email Retargeting,51.86,Not Converted,0.0
CMP-03290,CUST-03327,Google PPC,44.41,Not Converted,0.0
CMP-03291,CUST-01116,Affiliate Promo,22.92,Not Converted,0.0
CMP-03292,CUST-01553,Meta Paid Ads,70.4,Converted,324.9
CMP-03293,CUST-00181,Meta Paid Ads,29.56,Not Converted,0.0
CMP-03294,CUST-03447,Email Retargeting,40.39,Not Converted,0.0
CMP-03295,CUST-00760,Influencer Sponsor,49.82,Not Converted,0.0
CMP-03296,CUST-01438,Influencer Sponsor,28.49,Converted,200.33
CMP-03297,CUST-00157,Affiliate Promo,35.23,Converted,267.53
CMP-03298,CUST-02167,Influencer Sponsor,11.29,Converted,71.48
CMP-03299,CUST-03198,Influencer Sponsor,35.33,Not Converted,0.0
CMP-03300,CUST-01871,Google PPC,74.84,Not Converted,0.0
CMP-03301,CUST-01476,Google PPC,59.25,Not Converted,0.0
CMP-03302,CUST-02767,Google PPC,30.77,Not Converted,0.0
CMP-03303,CUST-01875,Influencer Sponsor,44.15,Converted,174.03
CMP-03304,CUST-00602,Affiliate Promo,16.83,Not Converted,0.0
CMP-03305,CUST-02183,Email Retargeting,77.11,Not Converted,0.0
CMP-03306,CUST-01358,Affiliate Promo,65.94,Not Converted,0.0
CMP-03307,CUST-01482,Email Retargeting,65.13,Not Converted,0.0
CMP-03308,CUST-03252,Email Retargeting,9.77,Not Converted,0.0
CMP-03309,CUST-03021,Google PPC,61.8,Not Converted,0.0
CMP-03310,CUST-03192,Google PPC,62.32,Converted,476.66
CMP-03311,CUST-00973,Meta Paid Ads,7.91,Not Converted,0.0
CMP-03312,CUST-03266,Email Retargeting,17.81,Not Converted,0.0
CMP-03313,CUST-01201,Meta Paid Ads,29.72,Not Converted,0.0
CMP-03314,CUST-00986,Google PPC,33.23,Not Converted,0.0
CMP-03315,CUST-02202,Google PPC,54.45,Converted,310.95
CMP-03316,CUST-00054,Influencer Sponsor,83.98,Not Converted,0.0
CMP-03317,CUST-00985,Influencer Sponsor,66.84,Not Converted,0.0
CMP-03318,CUST-00683,Google PPC,78.19,Not Converted,0.0
CMP-03319,CUST-03053,Google PPC,10.09,Converted,53.42
CMP-03320,CUST-01825,Email Retargeting,43.78,Converted,273.42
CMP-03321,CUST-02161,Influencer Sponsor,25.08,Not Converted,0.0
CMP-03322,CUST-01745,Affiliate Promo,84.38,Converted,304.37
CMP-03323,CUST-00264,Google PPC,62.23,Not Converted,0.0
CMP-03324,CUST-02917,Google PPC,22.68,Not Converted,0.0
CMP-03325,CUST-01908,Google PPC,61.36,Not Converted,0.0
CMP-03326,CUST-00724,Email Retargeting,58.54,Converted,436.34
CMP-03327,CUST-01884,Affiliate Promo,25.34,Converted,167.22
CMP-03328,CUST-00478,Email Retargeting,23.63,Not Converted,0.0
CMP-03329,CUST-00793,Meta Paid Ads,70.48,Not Converted,0.0
CMP-03330,CUST-00694,Email Retargeting,35.76,Not Converted,0.0
CMP-03331,CUST-02849,Influencer Sponsor,65.28,Not Converted,0.0
CMP-03332,CUST-02335,Email Retargeting,37.59,Not Converted,0.0
CMP-03333,CUST-02328,Google PPC,57.48,Not Converted,0.0
CMP-03334,CUST-02110,Email Retargeting,34.06,Not Converted,0.0
CMP-03335,CUST-01178,Affiliate Promo,11.4,Not Converted,0.0
CMP-03336,CUST-00301,Email Retargeting,52.79,Not Converted,0.0
CMP-03337,CUST-01605,Google PPC,6.21,Not Converted,0.0
CMP-03338,CUST-02923,Email Retargeting,49.9,Not Converted,0.0
CMP-03339,CUST-03375,Influencer Sponsor,56.81,Not Converted,0.0
CMP-03340,CUST-01438,Email Retargeting,22.1,Not Converted,0.0
CMP-03341,CUST-02124,Email Retargeting,41.62,Converted,174.68
CMP-03342,CUST-00194,Meta Paid Ads,20.72,Not Converted,0.0
CMP-03343,CUST-02322,Meta Paid Ads,38.38,Converted,171.25
CMP-03344,CUST-01699,Meta Paid Ads,60.73,Not Converted,0.0
CMP-03345,CUST-02797,Email Retargeting,75.53,Converted,466.81
CMP-03346,CUST-00136,Google PPC,44.58,Not Converted,0.0
CMP-03347,CUST-02505,Email Retargeting,17.51,Not Converted,0.0
CMP-03348,CUST-00340,Influencer Sponsor,50.76,Not Converted,0.0
CMP-03349,CUST-02664,Meta Paid Ads,71.25,Not Converted,0.0
CMP-03350,CUST-00182,Influencer Sponsor,14.05,Not Converted,0.0
CMP-03351,CUST-02053,Influencer Sponsor,32.11,Not Converted,0.0
CMP-03352,CUST-02961,Google PPC,6.73,Not Converted,0.0
CMP-03353,CUST-01927,Google PPC,28.85,Not Converted,0.0
CMP-03354,CUST-01803,Google PPC,74.96,Not Converted,0.0
CMP-03355,CUST-00533,Influencer Sponsor,38.84,Not Converted,0.0
CMP-03356,CUST-00238,Email Retargeting,25.74,Not Converted,0.0
CMP-03357,CUST-00095,Meta Paid Ads,33.6,Not Converted,0.0
CMP-03358,CUST-01479,Google PPC,27.87,Not Converted,0.0
CMP-03359,CUST-03325,Google PPC,7.12,Converted,33.25
CMP-03360,CUST-01273,Influencer Sponsor,21.37,Converted,102.95
CMP-03361,CUST-00564,Google PPC,82.62,Not Converted,0.0
CMP-03362,CUST-00005,Influencer Sponsor,46.37,Not Converted,0.0
CMP-03363,CUST-03336,Email Retargeting,49.54,Not Converted,0.0
CMP-03364,CUST-03364,Meta Paid Ads,42.66,Not Converted,0.0
CMP-03365,CUST-00875,Email Retargeting,69.75,Converted,304.47
CMP-03366,CUST-03166,Google PPC,31.82,Not Converted,0.0
CMP-03367,CUST-00513,Affiliate Promo,55.5,Not Converted,0.0
CMP-03368,CUST-03017,Email Retargeting,23.79,Converted,151.55
CMP-03369,CUST-00440,Google PPC,47.05,Not Converted,0.0
CMP-03370,CUST-03269,Email Retargeting,72.38,Converted,478.72
CMP-03371,CUST-01238,Google PPC,33.04,Not Converted,0.0
CMP-03372,CUST-00885,Meta Paid Ads,14.3,Not Converted,0.0
CMP-03373,CUST-01966,Google PPC,12.55,Not Converted,0.0
CMP-03374,CUST-02344,Affiliate Promo,25.86,Converted,118.78
CMP-03375,CUST-01768,Meta Paid Ads,23.65,Not Converted,0.0
CMP-03376,CUST-01982,Google PPC,77.07,Not Converted,0.0
CMP-03377,CUST-03253,Influencer Sponsor,20.76,Not Converted,0.0
CMP-03378,CUST-02270,Google PPC,42.35,Not Converted,0.0
CMP-03379,CUST-00868,Meta Paid Ads,64.82,Converted,492.3
CMP-03380,CUST-03477,Google PPC,63.92,Not Converted,0.0
CMP-03381,CUST-03007,Influencer Sponsor,73.37,Not Converted,0.0
CMP-03382,CUST-00175,Influencer Sponsor,30.76,Not Converted,0.0
CMP-03383,CUST-01057,Meta Paid Ads,59.96,Converted,226.0
CMP-03384,CUST-02814,Affiliate Promo,61.27,Converted,206.58
CMP-03385,CUST-02945,Email Retargeting,61.57,Not Converted,0.0
CMP-03386,CUST-00131,Google PPC,66.63,Not Converted,0.0
CMP-03387,CUST-02492,Google PPC,27.24,Converted,101.88
CMP-03388,CUST-02466,Email Retargeting,21.58,Not Converted,0.0
CMP-03389,CUST-01760,Meta Paid Ads,27.6,Converted,117.12
CMP-03390,CUST-01768,Email Retargeting,43.5,Not Converted,0.0
CMP-03391,CUST-02559,Google PPC,82.99,Converted,431.18
CMP-03392,CUST-03056,Meta Paid Ads,46.03,Not Converted,0.0
CMP-03393,CUST-00329,Influencer Sponsor,31.59,Not Converted,0.0
CMP-03394,CUST-00304,Meta Paid Ads,29.47,Not Converted,0.0
CMP-03395,CUST-01620,Influencer Sponsor,29.02,Not Converted,0.0
CMP-03396,CUST-01326,Email Retargeting,79.22,Not Converted,0.0
CMP-03397,CUST-02780,Influencer Sponsor,57.51,Converted,220.07
CMP-03398,CUST-02886,Google PPC,62.49,Not Converted,0.0
CMP-03399,CUST-00121,Email Retargeting,33.43,Not Converted,0.0
CMP-03400,CUST-00907,Affiliate Promo,57.12,Converted,171.07
CMP-03401,CUST-02919,Influencer Sponsor,6.98,Not Converted,0.0
CMP-03402,CUST-01866,Affiliate Promo,82.81,Not Converted,0.0
CMP-03403,CUST-03126,Google PPC,49.06,Not Converted,0.0
CMP-03404,CUST-01554,Email Retargeting,30.77,Not Converted,0.0
CMP-03405,CUST-00429,Meta Paid Ads,49.95,Not Converted,0.0
CMP-03406,CUST-02634,Email Retargeting,23.04,Converted,180.95
CMP-03407,CUST-01534,Influencer Sponsor,64.24,Converted,316.85
CMP-03408,CUST-02135,Email Retargeting,67.59,Not Converted,0.0
CMP-03409,CUST-00293,Email Retargeting,76.67,Not Converted,0.0
