ticket_id,customer_id,issue_type,resolution_time,satisfaction_score,refund_requested
TCK-001382,CUST-00812,Late Delivery,27.3,4,No
TCK-001383,CUST-02654,Damaged Item,71.8,1,Yes
TCK-001384,CUST-01248,Late Delivery,39.2,5,Yes
TCK-001385,CUST-01955,Damaged Item,71.1,1,No
TCK-001386,CUST-01636,Wrong Item Sent,20.4,4,No
TCK-001387,CUST-00206,Damaged Item,54.0,3,No
TCK-001388,CUST-02420,Damaged Item,25.5,2,No
TCK-001389,CUST-01715,Wrong Item Sent,19.7,4,No
TCK-001390,CUST-01286,Damaged Item,18.0,2,No
TCK-001391,CUST-01659,Late Delivery,66.2,2,Yes
TCK-001392,CUST-00869,Damaged Item,69.4,2,Yes
TCK-001393,CUST-02750,Late Delivery,71.2,1,No
TCK-001394,CUST-00689,Late Delivery,38.1,1,Yes
TCK-001395,CUST-00835,Late Delivery,56.9,2,Yes
TCK-001396,CUST-01550,Wrong Item Sent,18.9,4,Yes
TCK-001397,CUST-01818,Refund Inquiry,6.0,4,No
TCK-001398,CUST-02669,Late Delivery,23.0,2,No
TCK-001399,CUST-01966,Late Delivery,31.1,3,No
TCK-001400,CUST-02312,Late Delivery,35.8,4,Yes
TCK-001401,CUST-02268,Refund Inquiry,12.9,3,Yes
TCK-001402,CUST-00459,Payment Issue,2.1,3,No
TCK-001403,CUST-01804,Late Delivery,45.3,5,No
TCK-001404,CUST-03024,Late Delivery,17.1,3,No
TCK-001405,CUST-00008,Wrong Item Sent,13.2,4,No
TCK-001406,CUST-03239,Damaged Item,35.3,3,Yes
TCK-001407,CUST-00407,Refund Inquiry,15.9,4,No
TCK-001408,CUST-02905,Wrong Item Sent,5.9,5,No
TCK-001409,CUST-02419,Late Delivery,28.0,3,No
TCK-001410,CUST-00343,Late Delivery,32.7,1,No
TCK-001411,CUST-02762,Payment Issue,6.4,5,No
TCK-001412,CUST-02939,Late Delivery,47.4,2,Yes
TCK-001413,CUST-01612,Wrong Item Sent,19.3,4,No
TCK-001414,CUST-01027,Payment Issue,16.3,3,No
TCK-001415,CUST-03346,Late Delivery,50.7,2,No
TCK-001416,CUST-03441,Damaged Item,69.7,1,Yes
TCK-001417,CUST-01149,Late Delivery,41.6,3,Yes
TCK-001418,CUST-00214,Refund Inquiry,7.1,1,No
TCK-001419,CUST-02343,Late Delivery,51.7,1,Yes
TCK-001420,CUST-00972,Late Delivery,24.0,1,No
TCK-001421,CUST-02102,Account Security,20.0,3,Yes
TCK-001422,CUST-00929,Late Delivery,47.3,1,Yes
TCK-001423,CUST-00176,Late Delivery,60.3,1,Yes
TCK-001424,CUST-02010,Wrong Item Sent,14.1,4,No
TCK-001425,CUST-01564,Late Delivery,53.7,1,Yes
TCK-001426,CUST-01163,Damaged Item,20.3,2,Yes
TCK-001427,CUST-00061,Late Delivery,60.1,3,Yes
TCK-001428,CUST-03098,Late Delivery,30.9,3,No
TCK-001429,CUST-01033,Late Delivery,12.4,3,Yes
TCK-001430,CUST-00775,Wrong Item Sent,21.1,5,No
TCK-001431,CUST-01768,Late Delivery,60.0,2,Yes
TCK-001432,CUST-02530,Payment Issue,18.1,3,Yes
TCK-001433,CUST-01559,Late Delivery,30.8,2,No
TCK-001434,CUST-02306,Damaged Item,64.9,1,No
TCK-001435,CUST-02449,Late Delivery,61.2,2,No
TCK-001436,CUST-01428,Account Security,19.4,3,No
TCK-001437,CUST-00767,Damaged Item,51.4,1,Yes
TCK-001438,CUST-00305,Account Security,22.7,2,No
TCK-001439,CUST-02910,Wrong Item Sent,14.1,4,No
TCK-001440,CUST-00956,Late Delivery,60.4,3,Yes
TCK-001441,CUST-03128,Wrong Item Sent,18.1,4,No
TCK-001442,CUST-02767,Late Delivery,70.4,3,Yes
TCK-001443,CUST-01040,Payment Issue,8.0,5,No
TCK-001444,CUST-01984,Payment Issue,2.1,2,No
TCK-001445,CUST-02420,Damaged Item,68.2,3,Yes
TCK-001446,CUST-02171,Late Delivery,68.0,1,Yes
TCK-001447,CUST-03249,Late Delivery,66.1,5,Yes
TCK-001448,CUST-02160,Late Delivery,70.2,2,Yes
TCK-001449,CUST-01621,Damaged Item,30.3,1,No
TCK-001450,CUST-02914,Late Delivery,39.9,1,Yes
TCK-001451,CUST-03001,Damaged Item,23.3,1,Yes
TCK-001452,CUST-02045,Wrong Item Sent,20.2,2,Yes
TCK-001453,CUST-01392,Damaged Item,26.5,4,No
TCK-001454,CUST-03379,Payment Issue,20.1,1,No
TCK-001455,CUST-02386,Refund Inquiry,1.3,1,Yes
TCK-001456,CUST-01693,Account Security,13.7,4,No
TCK-001457,CUST-02055,Payment Issue,2.1,5,No
TCK-001458,CUST-00111,Damaged Item,16.5,3,Yes
TCK-001459,CUST-01215,Damaged Item,14.6,2,Yes
TCK-001460,CUST-03251,Refund Inquiry,14.1,4,Yes
TCK-001461,CUST-03144,Payment Issue,22.1,4,Yes
TCK-001462,CUST-00821,Payment Issue,17.8,3,Yes
TCK-001463,CUST-02209,Refund Inquiry,4.0,1,No
TCK-001464,CUST-00252,Damaged Item,42.3,3,No
TCK-001465,CUST-03093,Refund Inquiry,20.7,2,Yes
TCK-001466,CUST-01051,Damaged Item,27.8,3,No
TCK-001467,CUST-00436,Damaged Item,50.8,1,Yes
TCK-001468,CUST-00366,Wrong Item Sent,9.4,4,Yes
TCK-001469,CUST-03116,Payment Issue,13.8,1,No
TCK-001470,CUST-01139,Wrong Item Sent,2.8,5,No
TCK-001471,CUST-01838,Late Delivery,60.0,3,Yes
TCK-001472,CUST-02482,Payment Issue,2.9,4,No
TCK-001473,CUST-01254,Account Security,15.7,3,No
TCK-001474,CUST-01320,Account Security,4.2,4,No
TCK-001475,CUST-02447,Payment Issue,21.0,4,No
TCK-001476,CUST-02374,Damaged Item,29.8,4,Yes
TCK-001477,CUST-01095,Refund Inquiry,12.7,2,No
TCK-001478,CUST-01491,Wrong Item Sent,3.2,1,Yes
TCK-001479,CUST-00203,Wrong Item Sent,11.9,2,No
TCK-001480,CUST-01803,Damaged Item,50.9,3,Yes
TCK-001481,CUST-01707,Late Delivery,56.9,1,Yes
TCK-001482,CUST-01937,Payment Issue,2.4,4,Yes
TCK-001483,CUST-02839,Payment Issue,19.2,2,No
TCK-001484,CUST-01280,Payment Issue,8.8,1,Yes
TCK-001485,CUST-01280,Damaged Item,43.3,3,No
TCK-001486,CUST-02094,Account Security,15.0,4,No
TCK-001487,CUST-01448,Late Delivery,54.1,2,No
TCK-001488,CUST-00486,Late Delivery,45.5,1,No
TCK-001489,CUST-01198,Refund Inquiry,10.5,3,No
TCK-001490,CUST-00075,Damaged Item,24.7,1,Yes
TCK-001491,CUST-01071,Late Delivery,19.7,3,Yes
TCK-001492,CUST-03300,Wrong Item Sent,8.3,4,No
TCK-001493,CUST-01287,Damaged Item,16.9,1,Yes
TCK-001494,CUST-00162,Account Security,7.7,4,No
TCK-001495,CUST-00392,Damaged Item,18.6,1,Yes
TCK-001496,CUST-02904,Late Delivery,18.3,3,Yes
TCK-001497,CUST-00903,Late Delivery,68.6,2,Yes
TCK-001498,CUST-03197,Damaged Item,35.1,1,Yes
TCK-001499,CUST-03171,Damaged Item,59.5,3,No
TCK-001500,CUST-00907,Late Delivery,65.3,2,Yes
TCK-001501,CUST-02206,Wrong Item Sent,16.7,5,No
TCK-001502,CUST-02440,Late Delivery,14.2,2,Yes
TCK-001503,CUST-01874,Damaged Item,32.6,2,Yes
TCK-001504,CUST-02531,Payment Issue,1.3,4,Yes
TCK-001505,CUST-00232,Refund Inquiry,13.8,3,No
TCK-001506,CUST-03499,Payment Issue,22.1,4,Yes
TCK-001507,CUST-01172,Refund Inquiry,3.2,5,No
TCK-001508,CUST-02719,Account Security,16.6,5,No
TCK-001509,CUST-02243,Payment Issue,9.3,3,No
TCK-001510,CUST-01105,Damaged Item,52.1,1,No
TCK-001511,CUST-01315,Late Delivery,33.0,1,Yes
TCK-001512,CUST-01798,Wrong Item Sent,4.3,4,No
TCK-001513,CUST-02323,Refund Inquiry,9.3,4,No
TCK-001514,CUST-00491,Late Delivery,28.0,2,No
TCK-001515,CUST-01596,Wrong Item Sent,12.8,4,Yes
TCK-001516,CUST-01766,Late Delivery,70.2,3,Yes
TCK-001517,CUST-01924,Damaged Item,32.5,2,No
TCK-001518,CUST-00075,Late Delivery,47.2,5,No
TCK-001519,CUST-03179,Payment Issue,15.8,5,No
TCK-001520,CUST-01425,Damaged Item,56.8,5,Yes
TCK-001521,CUST-00044,Damaged Item,18.6,3,Yes
TCK-001522,CUST-00992,Wrong Item Sent,2.4,5,No
TCK-001523,CUST-01341,Late Delivery,55.0,2,No
TCK-001524,CUST-02683,Payment Issue,17.2,3,No
TCK-001525,CUST-02823,Late Delivery,54.6,2,Yes
TCK-001526,CUST-00976,Damaged Item,38.9,2,No
TCK-001527,CUST-00879,Payment Issue,18.5,3,No
TCK-001528,CUST-03064,Damaged Item,38.5,1,No
TCK-001529,CUST-01413,Account Security,7.0,3,Yes
TCK-001530,CUST-02856,Late Delivery,56.7,3,No
TCK-001531,CUST-01041,Late Delivery,51.2,2,Yes
TCK-001532,CUST-00916,Damaged Item,43.5,1,No
TCK-001533,CUST-00152,Wrong Item Sent,21.6,3,No
TCK-001534,CUST-02076,Late Delivery,63.0,2,Yes
TCK-001535,CUST-03288,Damaged Item,45.2,4,Yes
TCK-001536,CUST-02825,Late Delivery,20.6,1,Yes
TCK-001537,CUST-02144,Late Delivery,25.4,1,Yes
TCK-001538,CUST-00895,Late Delivery,67.5,1,Yes
TCK-001539,CUST-01710,Late Delivery,14.7,2,No
TCK-001540,CUST-01180,Refund Inquiry,1.8,5,Yes
TCK-001541,CUST-00452,Damaged Item,50.9,1,No
TCK-001542,CUST-02672,Damaged Item,49.5,1,Yes
TCK-001543,CUST-02776,Late Delivery,42.2,2,Yes
TCK-001544,CUST-03466,Wrong Item Sent,18.2,2,No
TCK-001545,CUST-01275,Late Delivery,27.8,1,No
TCK-001546,CUST-02515,Late Delivery,19.5,2,No
TCK-001547,CUST-00636,Account Security,15.1,3,No
TCK-001548,CUST-02256,Refund Inquiry,1.8,3,Yes
TCK-001549,CUST-02931,Late Delivery,16.8,1,Yes
TCK-001550,CUST-00896,Late Delivery,25.5,1,No
TCK-001551,CUST-01346,Payment Issue,16.8,3,No
TCK-001552,CUST-01284,Payment Issue,5.8,4,No
TCK-001553,CUST-02233,Late Delivery,55.8,2,Yes
TCK-001554,CUST-00717,Damaged Item,33.9,2,Yes
TCK-001555,CUST-01792,Damaged Item,21.1,3,Yes
TCK-001556,CUST-00834,Late Delivery,51.3,2,Yes
TCK-001557,CUST-03246,Late Delivery,16.1,4,Yes
TCK-001558,CUST-01652,Damaged Item,68.0,5,Yes
TCK-001559,CUST-03499,Late Delivery,50.2,4,Yes
TCK-001560,CUST-00080,Account Security,16.7,1,No
TCK-001561,CUST-02016,Account Security,5.1,5,No
TCK-001562,CUST-00457,Refund Inquiry,15.0,3,No
TCK-001563,CUST-03285,Late Delivery,56.3,2,Yes
TCK-001564,CUST-01019,Damaged Item,57.8,1,Yes
TCK-001565,CUST-01887,Damaged Item,55.9,4,No
TCK-001566,CUST-00858,Damaged Item,39.5,4,Yes
TCK-001567,CUST-00671,Payment Issue,14.7,3,No
TCK-001568,CUST-03326,Late Delivery,19.6,2,Yes
TCK-001569,CUST-01755,Late Delivery,54.0,1,No
TCK-001570,CUST-00051,Account Security,10.3,4,No
TCK-001571,CUST-02644,Wrong Item Sent,19.6,5,No
TCK-001572,CUST-00839,Late Delivery,64.6,3,Yes
TCK-001573,CUST-02751,Late Delivery,59.2,2,No
TCK-001574,CUST-00408,Damaged Item,30.4,4,No
TCK-001575,CUST-02528,Damaged Item,41.4,4,Yes
TCK-001576,CUST-02020,Wrong Item Sent,2.0,5,Yes
TCK-001577,CUST-00272,Late Delivery,21.2,1,No
TCK-001578,CUST-01919,Damaged Item,39.9,5,Yes
TCK-001579,CUST-02879,Late Delivery,48.5,2,Yes
TCK-001580,CUST-00621,Damaged Item,23.3,5,No
TCK-001581,CUST-00314,Damaged Item,39.0,1,No
TCK-001582,CUST-00765,Late Delivery,56.3,2,Yes
TCK-001583,CUST-03461,Wrong Item Sent,17.8,4,No
TCK-001584,CUST-02105,Late Delivery,29.9,1,No
TCK-001585,CUST-01000,Late Delivery,46.3,4,No
TCK-001586,CUST-03202,Refund Inquiry,12.5,4,Yes
TCK-001587,CUST-00487,Late Delivery,25.3,2,Yes
TCK-001588,CUST-02377,Late Delivery,23.4,3,Yes
TCK-001589,CUST-00041,Wrong Item Sent,5.8,4,No
TCK-001590,CUST-01745,Account Security,3.7,4,No
TCK-001591,CUST-00960,Late Delivery,36.3,3,No
TCK-001592,CUST-01925,Damaged Item,53.8,2,Yes
TCK-001593,CUST-02493,Payment Issue,7.0,5,No
TCK-001594,CUST-02405,Payment Issue,19.3,3,Yes
TCK-001595,CUST-01729,Damaged Item,31.5,1,Yes
TCK-001596,CUST-02918,Wrong Item Sent,2.5,3,No
TCK-001597,CUST-01622,Late Delivery,65.9,4,No
TCK-001598,CUST-00310,Payment Issue,17.3,2,No
TCK-001599,CUST-01911,Damaged Item,42.4,5,No
TCK-001600,CUST-03323,Late Delivery,34.3,1,Yes
TCK-001601,CUST-00708,Late Delivery,14.7,1,Yes
TCK-001602,CUST-00480,Damaged Item,25.9,1,No
TCK-001603,CUST-01282,Late Delivery,63.4,2,No
TCK-001604,CUST-03167,Account Security,13.8,4,No
TCK-001605,CUST-00232,Refund Inquiry,7.7,4,No
TCK-001606,CUST-00124,Account Security,10.8,3,No
TCK-001607,CUST-00485,Payment Issue,6.3,4,Yes
TCK-001608,CUST-02212,Wrong Item Sent,12.4,4,No
TCK-001609,CUST-01208,Payment Issue,21.8,3,No
TCK-001610,CUST-00613,Late Delivery,28.8,1,No
TCK-001611,CUST-02807,Late Delivery,47.4,4,No
TCK-001612,CUST-02812,Account Security,20.2,3,Yes
TCK-001613,CUST-00394,Late Delivery,31.8,4,Yes
TCK-001614,CUST-00457,Late Delivery,12.4,2,No
TCK-001615,CUST-01838,Account Security,13.6,5,Yes
TCK-001616,CUST-03399,Account Security,13.4,3,No
TCK-001617,CUST-01836,Payment Issue,22.5,5,No
TCK-001618,CUST-01062,Damaged Item,30.0,3,Yes
TCK-001619,CUST-02379,Account Security,21.3,4,No
TCK-001620,CUST-02296,Refund Inquiry,15.0,5,No
TCK-001621,CUST-02094,Refund Inquiry,1.1,3,No
TCK-001622,CUST-01021,Payment Issue,11.3,3,Yes
TCK-001623,CUST-01900,Late Delivery,50.3,2,No
TCK-001624,CUST-00633,Late Delivery,25.4,3,No
TCK-001625,CUST-01494,Damaged Item,67.7,1,Yes
TCK-001626,CUST-00585,Late Delivery,48.7,1,No
TCK-001627,CUST-01274,Wrong Item Sent,5.0,4,No
TCK-001628,CUST-00933,Account Security,4.5,3,Yes
TCK-001629,CUST-03208,Payment Issue,23.5,3,No
TCK-001630,CUST-02910,Payment Issue,4.5,4,Yes
TCK-001631,CUST-02996,Damaged Item,57.9,4,No
TCK-001632,CUST-02270,Late Delivery,59.0,2,Yes
TCK-001633,CUST-01438,Late Delivery,56.2,2,Yes
TCK-001634,CUST-01831,Late Delivery,49.8,2,No
TCK-001635,CUST-00746,Payment Issue,13.1,3,No
TCK-001636,CUST-03230,Late Delivery,28.2,3,Yes
TCK-001637,CUST-02556,Late Delivery,23.0,2,No
TCK-001638,CUST-00063,Late Delivery,48.0,1,Yes
TCK-001639,CUST-00856,Late Delivery,70.9,2,Yes
TCK-001640,CUST-00143,Payment Issue,5.6,1,No
TCK-001641,CUST-02119,Wrong Item Sent,7.7,4,No
TCK-001642,CUST-00558,Refund Inquiry,6.6,2,No
TCK-001643,CUST-01332,Late Delivery,47.4,3,No
TCK-001644,CUST-00949,Wrong Item Sent,23.8,4,Yes
TCK-001645,CUST-02063,Late Delivery,33.2,1,Yes
TCK-001646,CUST-00642,Wrong Item Sent,7.6,3,No
TCK-001647,CUST-00219,Account Security,1.1,4,No
TCK-001648,CUST-00517,Damaged Item,69.5,3,No
TCK-001649,CUST-00891,Damaged Item,21.0,3,Yes
TCK-001650,CUST-02114,Refund Inquiry,21.1,3,No
TCK-001651,CUST-01326,Late Delivery,24.3,2,No
TCK-001652,CUST-02163,Damaged Item,39.9,1,Yes
TCK-001653,CUST-00290,Damaged Item,41.1,1,Yes
TCK-001654,CUST-03080,Wrong Item Sent,13.4,4,No
TCK-001655,CUST-01685,Late Delivery,51.9,2,Yes
TCK-001656,CUST-00028,Damaged Item,53.7,4,Yes
TCK-001657,CUST-03434,Late Delivery,57.6,1,Yes
TCK-001658,CUST-00624,Late Delivery,30.9,2,Yes
TCK-001659,CUST-00817,Late Delivery,66.9,5,No
TCK-001660,CUST-03167,Account Security,19.8,4,No
TCK-001661,CUST-00428,Late Delivery,64.9,1,No
TCK-001662,CUST-03116,Wrong Item Sent,18.3,2,No
TCK-001663,CUST-01383,Payment Issue,1.3,4,No
TCK-001664,CUST-02326,Payment Issue,13.0,4,Yes
TCK-001665,CUST-01054,Late Delivery,57.0,2,Yes
TCK-001666,CUST-00938,Late Delivery,33.4,1,Yes
TCK-001667,CUST-00204,Late Delivery,67.1,2,No
TCK-001668,CUST-02427,Late Delivery,13.2,3,No
TCK-001669,CUST-03116,Wrong Item Sent,4.9,4,No
TCK-001670,CUST-00419,Account Security,13.0,5,No
TCK-001671,CUST-02534,Damaged Item,36.4,2,Yes
TCK-001672,CUST-01053,Wrong Item Sent,13.9,5,No
TCK-001673,CUST-02320,Late Delivery,45.0,3,No
TCK-001674,CUST-01687,Payment Issue,13.9,4,Yes
TCK-001675,CUST-03388,Late Delivery,70.3,2,Yes
TCK-001676,CUST-03476,Late Delivery,38.9,3,No
TCK-001677,CUST-02194,Damaged Item,69.3,2,Yes
TCK-001678,CUST-02744,Wrong Item Sent,3.8,4,No
TCK-001679,CUST-03023,Late Delivery,58.8,4,Yes
TCK-001680,CUST-00897,Damaged Item,53.8,4,Yes
TCK-001681,CUST-01427,Wrong Item Sent,6.5,4,No
TCK-001682,CUST-01998,Late Delivery,45.3,1,Yes
TCK-001683,CUST-02449,Wrong Item Sent,1.8,4,No
TCK-001684,CUST-00292,Wrong Item Sent,11.7,5,No
TCK-001685,CUST-00719,Late Delivery,20.8,1,Yes
TCK-001686,CUST-03209,Late Delivery,19.1,1,Yes
TCK-001687,CUST-02551,Damaged Item,52.4,1,Yes
TCK-001688,CUST-00704,Late Delivery,40.8,3,Yes
TCK-001689,CUST-01015,Account Security,22.8,3,No
TCK-001690,CUST-01437,Refund Inquiry,17.4,5,No
TCK-001691,CUST-02212,Wrong Item Sent,16.1,3,Yes
TCK-001692,CUST-03251,Wrong Item Sent,3.0,3,No
TCK-001693,CUST-01459,Late Delivery,49.7,2,Yes
TCK-001694,CUST-00641,Damaged Item,54.8,2,No
TCK-001695,CUST-02323,Account Security,9.4,3,No
TCK-001696,CUST-00796,Damaged Item,23.2,3,No
TCK-001697,CUST-00296,Damaged Item,15.3,5,Yes
TCK-001698,CUST-03160,Late Delivery,34.7,2,Yes
TCK-001699,CUST-00527,Damaged Item,67.7,2,Yes
TCK-001700,CUST-01486,Late Delivery,48.7,2,Yes
TCK-001701,CUST-01727,Refund Inquiry,11.3,2,No
TCK-001702,CUST-01851,Payment Issue,7.9,3,No
TCK-001703,CUST-00142,Damaged Item,23.0,2,No
TCK-001704,CUST-01894,Wrong Item Sent,12.6,4,No
TCK-001705,CUST-00641,Damaged Item,13.7,2,Yes
TCK-001706,CUST-00283,Damaged Item,41.8,4,Yes
TCK-001707,CUST-02367,Account Security,11.5,5,Yes
TCK-001708,CUST-02036,Refund Inquiry,18.9,3,No
TCK-001709,CUST-00041,Late Delivery,41.8,3,Yes
TCK-001710,CUST-01069,Late Delivery,46.2,2,No
TCK-001711,CUST-02450,Damaged Item,71.4,3,Yes
TCK-001712,CUST-01384,Damaged Item,39.7,2,No
TCK-001713,CUST-01036,Wrong Item Sent,2.2,4,Yes
TCK-001714,CUST-00093,Damaged Item,17.5,1,No
TCK-001715,CUST-01077,Damaged Item,14.9,3,Yes
TCK-001716,CUST-00469,Payment Issue,13.8,5,No
TCK-001717,CUST-00096,Late Delivery,16.0,3,No
TCK-001718,CUST-02803,Payment Issue,15.1,1,No
TCK-001719,CUST-02427,Account Security,13.6,3,Yes
TCK-001720,CUST-01274,Damaged Item,20.5,5,No
TCK-001721,CUST-01092,Damaged Item,71.4,1,Yes
TCK-001722,CUST-00561,Late Delivery,20.4,2,No
TCK-001723,CUST-01058,Wrong Item Sent,10.7,1,No
TCK-001724,CUST-01707,Late Delivery,25.9,2,No
TCK-001725,CUST-02726,Payment Issue,5.3,4,No
TCK-001726,CUST-02936,Late Delivery,71.8,1,No
TCK-001727,CUST-00610,Damaged Item,68.5,1,No
TCK-001728,CUST-00553,Payment Issue,13.9,5,No
TCK-001729,CUST-03343,Late Delivery,68.0,4,Yes
TCK-001730,CUST-03177,Late Delivery,63.5,1,No
TCK-001731,CUST-00827,Wrong Item Sent,23.2,5,No
TCK-001732,CUST-01662,Late Delivery,41.9,2,No
TCK-001733,CUST-02500,Late Delivery,52.6,3,Yes
TCK-001734,CUST-01434,Wrong Item Sent,17.2,4,No
TCK-001735,CUST-02487,Late Delivery,30.5,1,Yes
TCK-001736,CUST-03422,Payment Issue,2.1,5,No
TCK-001737,CUST-01164,Payment Issue,20.2,5,No
TCK-001738,CUST-02082,Damaged Item,50.4,4,No
TCK-001739,CUST-00267,Wrong Item Sent,13.4,3,No
TCK-001740,CUST-03067,Damaged Item,18.3,3,No
TCK-001741,CUST-01931,Damaged Item,65.1,3,Yes
TCK-001742,CUST-00443,Payment Issue,20.9,4,No
TCK-001743,CUST-00530,Wrong Item Sent,14.0,4,Yes
TCK-001744,CUST-00856,Late Delivery,25.1,1,Yes
TCK-001745,CUST-02675,Damaged Item,39.7,3,Yes
TCK-001746,CUST-03483,Late Delivery,71.3,5,No
TCK-001747,CUST-00109,Damaged Item,36.3,1,Yes
TCK-001748,CUST-01586,Wrong Item Sent,14.5,4,No
TCK-001749,CUST-03496,Damaged Item,69.4,4,No
TCK-001750,CUST-00229,Late Delivery,40.4,2,Yes
TCK-001751,CUST-01124,Refund Inquiry,6.0,1,No
TCK-001752,CUST-00059,Late Delivery,55.6,3,Yes
TCK-001753,CUST-02822,Account Security,12.8,4,No
TCK-001754,CUST-01549,Late Delivery,23.7,3,Yes
TCK-001755,CUST-03308,Late Delivery,48.0,2,No
TCK-001756,CUST-03097,Account Security,4.0,3,No
TCK-001757,CUST-03017,Payment Issue,5.6,4,No
TCK-001758,CUST-02456,Damaged Item,40.1,2,Yes
TCK-001759,CUST-01683,Damaged Item,55.8,1,Yes
TCK-001760,CUST-02250,Wrong Item Sent,1.7,2,No
TCK-001761,CUST-01419,Late Delivery,67.2,1,No
TCK-001762,CUST-02676,Late Delivery,62.4,2,Yes
TCK-001763,CUST-02863,Late Delivery,59.9,2,Yes
TCK-001764,CUST-00210,Payment Issue,18.0,5,No
TCK-001765,CUST-00180,Late Delivery,64.5,2,No
TCK-001766,CUST-00617,Late Delivery,53.7,4,No
TCK-001767,CUST-02993,Late Delivery,51.4,2,No
TCK-001768,CUST-01559,Damaged Item,32.6,1,Yes
TCK-001769,CUST-00179,Late Delivery,19.7,1,Yes
TCK-001770,CUST-01630,Damaged Item,34.6,1,Yes
TCK-001771,CUST-01702,Account Security,7.8,5,Yes
TCK-001772,CUST-00788,Account Security,8.3,3,No
TCK-001773,CUST-03119,Late Delivery,65.9,1,Yes
TCK-001774,CUST-02019,Damaged Item,21.9,3,Yes
TCK-001775,CUST-02652,Late Delivery,27.5,4,No
TCK-001776,CUST-00994,Damaged Item,12.1,1,Yes
TCK-001777,CUST-01627,Damaged Item,26.8,2,Yes
TCK-001778,CUST-00436,Damaged Item,35.1,2,Yes
TCK-001779,CUST-01568,Damaged Item,26.7,1,Yes
TCK-001780,CUST-03425,Wrong Item Sent,6.9,1,No
TCK-001781,CUST-02402,Damaged Item,69.4,2,Yes
TCK-001782,CUST-01956,Damaged Item,56.9,3,Yes
TCK-001783,CUST-01869,Refund Inquiry,13.3,3,No
TCK-001784,CUST-01263,Late Delivery,12.6,2,Yes
TCK-001785,CUST-02049,Damaged Item,53.2,2,No
TCK-001786,CUST-01119,Damaged Item,13.8,3,No
TCK-001787,CUST-02469,Wrong Item Sent,12.4,2,No
TCK-001788,CUST-00584,Late Delivery,33.1,2,No
TCK-001789,CUST-00592,Damaged Item,48.3,1,No
TCK-001790,CUST-02177,Late Delivery,12.3,2,Yes
TCK-001791,CUST-01661,Damaged Item,63.5,2,No
TCK-001792,CUST-01181,Refund Inquiry,17.9,4,No
TCK-001793,CUST-01989,Refund Inquiry,6.8,4,No
TCK-001794,CUST-02330,Late Delivery,39.1,3,Yes
TCK-001795,CUST-00230,Damaged Item,40.2,2,No
TCK-001796,CUST-03463,Payment Issue,16.0,4,Yes
TCK-001797,CUST-02628,Payment Issue,12.5,5,No
TCK-001798,CUST-01372,Wrong Item Sent,20.1,3,No
TCK-001799,CUST-01753,Account Security,6.8,5,No
TCK-001800,CUST-00529,Payment Issue,4.4,2,No
TCK-001801,CUST-02456,Wrong Item Sent,13.5,5,Yes
TCK-001802,CUST-00106,Account Security,13.7,2,No
TCK-001803,CUST-03332,Payment Issue,3.1,5,No
TCK-001804,CUST-02823,Late Delivery,53.7,2,Yes
TCK-001805,CUST-00926,Damaged Item,26.9,1,Yes
TCK-001806,CUST-01686,Damaged Item,25.3,2,No
TCK-001807,CUST-01877,Account Security,17.9,3,No
TCK-001808,CUST-02388,Late Delivery,19.1,4,No
TCK-001809,CUST-02899,Wrong Item Sent,6.1,4,No
TCK-001810,CUST-02349,Refund Inquiry,11.4,3,No
TCK-001811,CUST-01731,Late Delivery,20.8,1,Yes
TCK-001812,CUST-01241,Damaged Item,67.8,1,No
TCK-001813,CUST-00746,Payment Issue,11.2,4,No
TCK-001814,CUST-01725,Damaged Item,42.5,2,No
TCK-001815,CUST-01734,Wrong Item Sent,9.8,4,No
TCK-001816,CUST-00746,Late Delivery,63.4,3,Yes
TCK-001817,CUST-03117,Late Delivery,59.9,3,Yes
TCK-001818,CUST-01144,Late Delivery,20.9,3,No
TCK-001819,CUST-01686,Wrong Item Sent,7.8,5,No
TCK-001820,CUST-02784,Wrong Item Sent,22.2,4,No
TCK-001821,CUST-02722,Late Delivery,32.6,3,Yes
TCK-001822,CUST-01016,Late Delivery,57.2,1,No
TCK-001823,CUST-03323,Payment Issue,8.7,4,No
TCK-001824,CUST-01238,Wrong Item Sent,18.4,5,No
TCK-001825,CUST-00300,Late Delivery,27.4,1,Yes
TCK-001826,CUST-03432,Damaged Item,48.9,4,No
TCK-001827,CUST-01180,Late Delivery,68.8,1,Yes
TCK-001828,CUST-01735,Late Delivery,22.5,4,Yes
TCK-001829,CUST-00973,Late Delivery,23.2,4,Yes
TCK-001830,CUST-01252,Late Delivery,35.6,1,Yes
TCK-001831,CUST-02618,Payment Issue,19.0,3,No
TCK-001832,CUST-01662,Late Delivery,55.4,3,No
TCK-001833,CUST-03337,Account Security,3.2,3,No
TCK-001834,CUST-01052,Damaged Item,62.0,1,Yes
TCK-001835,CUST-01912,Late Delivery,16.4,3,Yes
TCK-001836,CUST-00972,Late Delivery,12.5,1,Yes
TCK-001837,CUST-01185,Refund Inquiry,6.8,2,No
TCK-001838,CUST-01943,Damaged Item,54.5,2,Yes
TCK-001839,CUST-01159,Payment Issue,12.4,5,Yes
TCK-001840,CUST-00090,Late Delivery,35.1,1,Yes
TCK-001841,CUST-03052,Late Delivery,40.8,3,Yes
TCK-001842,CUST-00472,Payment Issue,20.6,3,No
