transaction_id,customer_id,transaction_amount,payment_gateway,device_type,location,transaction_status
TXN-0016075,CUST-02729,75.44,Authorize.Net,Desktop MacOS,APAC-East,Approved
TXN-0016076,CUST-01463,114.55,Adyen,Desktop MacOS,US-East,Approved
TXN-0016077,CUST-02961,112.94,PayPal Gateway,Desktop MacOS,APAC-East,Approved
TXN-0016078,CUST-02241,152.01,Square,Desktop Windows,EU-Central,Approved
TXN-0016079,CUST-02069,35.26,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0016080,CUST-02536,77.79,Square,Mobile iOS,APAC-East,Approved
TXN-0016081,CUST-00490,111.03,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0016082,CUST-02691,35.88,Adyen,Mobile iOS,US-West,Declined
TXN-0016083,CUST-01798,41.3,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0016084,CUST-02195,162.47,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0016085,CUST-02901,220.37,Square,Mobile iOS,US-East,Approved
TXN-0016086,CUST-02812,265.22,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0016087,CUST-00784,13.31,Authorize.Net,Tablet,EU-Central,Approved
TXN-0016088,CUST-03034,282.38,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0016089,CUST-03399,56.24,Square,Mobile Android,US-East,Approved
TXN-0016090,CUST-01800,238.46,Square,Mobile Android,US-East,Approved
TXN-0016091,CUST-00790,31.26,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0016092,CUST-02237,101.54,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0016093,CUST-01860,38.61,Stripe,Mobile Android,LATAM-South,Approved
TXN-0016094,CUST-00744,110.0,Authorize.Net,Desktop MacOS,US-East,Approved
TXN-0016095,CUST-00195,263.15,PayPal Gateway,Tablet,US-West,Approved
TXN-0016096,CUST-01873,21.05,Authorize.Net,Desktop MacOS,APAC-East,Approved
TXN-0016097,CUST-00649,27.04,Authorize.Net,Desktop Windows,US-West,Approved
TXN-0016098,CUST-02084,35.96,Adyen,Mobile iOS,US-West,Approved
TXN-0016099,CUST-00597,232.61,Square,Tablet,EU-Central,Approved
TXN-0016100,CUST-02265,226.38,Adyen,Desktop Windows,US-West,Approved
TXN-0016101,CUST-03034,56.22,Adyen,Mobile iOS,APAC-East,Approved
TXN-0016102,CUST-02517,10.97,Authorize.Net,Mobile Android,US-West,Approved
TXN-0016103,CUST-02084,221.37,Square,Desktop Windows,LATAM-South,Approved
TXN-0016104,CUST-02393,125.94,Square,Mobile iOS,APAC-East,Approved
TXN-0016105,CUST-01662,439.22,Authorize.Net,Mobile Android,US-East,Declined
TXN-0016106,CUST-01818,13.03,Adyen,Tablet,EU-Central,Approved
TXN-0016107,CUST-00535,458.04,PayPal Gateway,Tablet,APAC-East,Declined
TXN-0016108,CUST-02373,355.71,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0016109,CUST-00162,137.81,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0016110,CUST-01213,86.96,Authorize.Net,Desktop MacOS,EU-Central,Declined
TXN-0016111,CUST-02831,251.65,Adyen,Tablet,APAC-East,Approved
TXN-0016112,CUST-01112,103.9,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0016113,CUST-03112,29.67,Square,Mobile iOS,APAC-East,Approved
TXN-0016114,CUST-00130,22.26,Adyen,Mobile Android,US-West,Approved
TXN-0016115,CUST-00096,308.51,Stripe,Tablet,LATAM-South,Approved
TXN-0016116,CUST-01077,240.1,Adyen,Mobile Android,LATAM-South,Approved
TXN-0016117,CUST-03100,116.28,Square,Desktop Windows,LATAM-South,Approved
TXN-0016118,CUST-02695,314.52,Stripe,Mobile Android,APAC-East,Approved
TXN-0016119,CUST-01405,179.71,Square,Mobile iOS,US-West,Approved
TXN-0016120,CUST-00538,99.14,Adyen,Tablet,LATAM-South,Approved
TXN-0016121,CUST-01531,60.42,Stripe,Desktop Windows,APAC-East,Approved
TXN-0016122,CUST-02302,2863.35,Authorize.Net,Mobile Android,EU-Central,Chargeback
TXN-0016123,CUST-01674,45.51,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0016124,CUST-02183,292.36,Adyen,Tablet,APAC-East,Approved
TXN-0016125,CUST-01092,62.67,Stripe,Mobile Android,US-West,Approved
TXN-0016126,CUST-02659,13.15,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0016127,CUST-00918,28.46,Stripe,Mobile Android,US-West,Approved
TXN-0016128,CUST-03194,109.81,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0016129,CUST-00327,410.31,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0016130,CUST-03262,52.01,Square,Mobile Android,APAC-East,Approved
TXN-0016131,CUST-01120,69.05,Stripe,Desktop Windows,APAC-East,Approved
TXN-0016132,CUST-00565,122.02,Stripe,Desktop Windows,EU-Central,Approved
TXN-0016133,CUST-02116,13.54,Square,Desktop Windows,US-West,Approved
TXN-0016134,CUST-01576,28.5,Stripe,Desktop Windows,US-East,Approved
TXN-0016135,CUST-03150,4978.49,PayPal Gateway,Desktop Windows,EU-Central,Chargeback
TXN-0016136,CUST-02959,54.58,Adyen,Tablet,US-East,Declined
TXN-0016137,CUST-01266,100.92,Adyen,Mobile iOS,US-East,Approved
TXN-0016138,CUST-02871,510.69,Stripe,Mobile iOS,APAC-East,Approved
TXN-0016139,CUST-01593,221.36,Square,Desktop MacOS,LATAM-South,Declined
TXN-0016140,CUST-01099,39.22,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0016141,CUST-02894,32.62,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0016142,CUST-00814,23.53,Authorize.Net,Mobile Android,US-West,Approved
TXN-0016143,CUST-02999,29.02,Square,Mobile iOS,LATAM-South,Approved
TXN-0016144,CUST-00874,123.12,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0016145,CUST-03390,241.74,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016146,CUST-00942,19.59,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0016147,CUST-01587,26.99,Adyen,Tablet,APAC-East,Approved
TXN-0016148,CUST-00492,3659.49,Stripe,Mobile Android,LATAM-South,Flagged_Fraud
TXN-0016149,CUST-01448,29.13,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0016150,CUST-03037,316.79,Square,Mobile iOS,APAC-East,Approved
TXN-0016151,CUST-00415,366.18,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0016152,CUST-03131,64.36,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0016153,CUST-00489,3911.97,Adyen,Desktop MacOS,LATAM-South,Declined
TXN-0016154,CUST-02095,186.3,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016155,CUST-02246,23.72,Stripe,Mobile Android,EU-Central,Approved
TXN-0016156,CUST-00619,231.17,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0016157,CUST-02828,161.54,Stripe,Desktop Windows,EU-Central,Approved
TXN-0016158,CUST-02524,26.69,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0016159,CUST-02586,113.54,Adyen,Desktop Windows,US-East,Approved
TXN-0016160,CUST-02433,34.12,Square,Desktop Windows,LATAM-South,Approved
TXN-0016161,CUST-03074,13.03,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0016162,CUST-02874,198.11,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0016163,CUST-02996,44.55,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0016164,CUST-00763,269.23,Stripe,Desktop Windows,US-West,Approved
TXN-0016165,CUST-01261,241.08,Square,Mobile iOS,US-East,Approved
TXN-0016166,CUST-03300,51.44,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0016167,CUST-01320,98.18,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0016168,CUST-03162,173.3,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0016169,CUST-02338,219.59,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0016170,CUST-03236,25.02,Square,Desktop Windows,US-West,Approved
TXN-0016171,CUST-00615,111.25,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0016172,CUST-00795,11.77,Adyen,Desktop MacOS,US-West,Approved
TXN-0016173,CUST-00744,226.0,Adyen,Tablet,US-West,Approved
TXN-0016174,CUST-02036,33.89,Stripe,Desktop Windows,US-West,Approved
TXN-0016175,CUST-00936,128.62,Authorize.Net,Mobile iOS,APAC-East,Approved
TXN-0016176,CUST-03368,99.39,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0016177,CUST-01053,287.58,PayPal Gateway,Desktop MacOS,US-West,Approved
TXN-0016178,CUST-03253,157.98,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0016179,CUST-03238,128.45,Adyen,Mobile Android,EU-Central,Approved
TXN-0016180,CUST-03413,267.99,Square,Mobile iOS,LATAM-South,Approved
TXN-0016181,CUST-02097,210.38,Adyen,Desktop MacOS,US-West,Approved
TXN-0016182,CUST-03487,35.27,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0016183,CUST-01483,180.59,Adyen,Desktop MacOS,US-East,Approved
TXN-0016184,CUST-00261,26.09,Stripe,Desktop Windows,US-West,Approved
TXN-0016185,CUST-02993,201.98,Adyen,Mobile Android,US-East,Approved
TXN-0016186,CUST-00868,88.24,Stripe,Mobile Android,LATAM-South,Declined
TXN-0016187,CUST-01939,15.37,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0016188,CUST-02743,213.57,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0016189,CUST-02573,16.66,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0016190,CUST-02135,68.95,Square,Tablet,EU-Central,Approved
TXN-0016191,CUST-00356,40.66,Square,Mobile iOS,EU-Central,Approved
TXN-0016192,CUST-01189,76.9,Stripe,Mobile iOS,APAC-East,Approved
TXN-0016193,CUST-00738,39.17,Square,Mobile Android,US-East,Approved
TXN-0016194,CUST-00249,116.13,Adyen,Tablet,US-West,Approved
TXN-0016195,CUST-02620,85.75,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0016196,CUST-00356,24.29,Authorize.Net,Mobile iOS,US-West,Declined
TXN-0016197,CUST-02561,289.79,Adyen,Mobile iOS,US-East,Approved
TXN-0016198,CUST-00154,105.01,Square,Tablet,LATAM-South,Approved
TXN-0016199,CUST-03443,58.01,PayPal Gateway,Tablet,US-East,Approved
TXN-0016200,CUST-01825,160.61,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0016201,CUST-00733,33.34,Adyen,Mobile Android,APAC-East,Approved
TXN-0016202,CUST-02458,124.3,Stripe,Mobile iOS,EU-Central,Approved
TXN-0016203,CUST-03145,125.44,Adyen,Mobile iOS,US-West,Approved
TXN-0016204,CUST-01695,20.72,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0016205,CUST-00860,35.43,PayPal Gateway,Mobile iOS,US-East,Declined
TXN-0016206,CUST-01654,71.4,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0016207,CUST-01456,58.2,Adyen,Mobile iOS,APAC-East,Approved
TXN-0016208,CUST-00565,209.21,Authorize.Net,Desktop MacOS,US-East,Approved
TXN-0016209,CUST-02170,238.23,Square,Mobile Android,US-East,Approved
TXN-0016210,CUST-01511,22.61,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016211,CUST-01102,30.82,Square,Tablet,APAC-East,Approved
TXN-0016212,CUST-01228,73.13,Square,Desktop MacOS,EU-Central,Approved
TXN-0016213,CUST-01618,263.74,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0016214,CUST-03247,138.1,Adyen,Mobile Android,LATAM-South,Approved
TXN-0016215,CUST-02267,373.63,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016216,CUST-02138,135.4,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0016217,CUST-00432,184.43,PayPal Gateway,Tablet,US-East,Declined
TXN-0016218,CUST-03380,78.53,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0016219,CUST-00271,22.77,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0016220,CUST-00253,54.84,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0016221,CUST-03345,386.68,PayPal Gateway,Desktop Windows,APAC-East,Declined
TXN-0016222,CUST-02121,152.14,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0016223,CUST-03320,81.42,Adyen,Desktop MacOS,US-West,Approved
TXN-0016224,CUST-00814,94.14,Adyen,Mobile Android,APAC-East,Declined
TXN-0016225,CUST-00257,35.12,Square,Tablet,LATAM-South,Approved
TXN-0016226,CUST-02937,35.17,Square,Desktop MacOS,LATAM-South,Approved
TXN-0016227,CUST-01671,309.56,PayPal Gateway,Desktop Windows,APAC-East,Approved
TXN-0016228,CUST-01068,76.81,Stripe,Tablet,APAC-East,Approved
TXN-0016229,CUST-02886,18.55,Stripe,Tablet,US-East,Approved
TXN-0016230,CUST-00839,115.0,Adyen,Mobile iOS,APAC-East,Approved
TXN-0016231,CUST-01746,363.07,Adyen,Mobile iOS,US-East,Approved
TXN-0016232,CUST-00532,40.42,Stripe,Mobile Android,LATAM-South,Approved
TXN-0016233,CUST-02061,12.38,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0016234,CUST-03467,100.93,Square,Tablet,APAC-East,Approved
TXN-0016235,CUST-02370,12.08,Square,Desktop MacOS,EU-Central,Approved
TXN-0016236,CUST-00262,19.86,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0016237,CUST-00957,91.75,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0016238,CUST-01704,142.6,Authorize.Net,Tablet,US-East,Approved
TXN-0016239,CUST-03131,139.77,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016240,CUST-03487,20.79,Stripe,Mobile Android,LATAM-South,Approved
TXN-0016241,CUST-02892,250.9,Square,Desktop Windows,LATAM-South,Approved
TXN-0016242,CUST-00947,91.17,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0016243,CUST-03473,202.95,Adyen,Desktop Windows,US-West,Approved
TXN-0016244,CUST-00146,73.27,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0016245,CUST-01707,290.62,Authorize.Net,Tablet,US-West,Approved
TXN-0016246,CUST-00729,20.45,Adyen,Mobile iOS,US-West,Approved
TXN-0016247,CUST-01271,2804.87,Stripe,Tablet,LATAM-South,Flagged_Fraud
TXN-0016248,CUST-01117,292.15,Adyen,Tablet,LATAM-South,Approved
TXN-0016249,CUST-01274,44.83,Square,Mobile iOS,US-East,Approved
TXN-0016250,CUST-01203,47.46,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0016251,CUST-02341,62.29,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0016252,CUST-02635,23.49,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0016253,CUST-01130,287.68,Square,Mobile Android,LATAM-South,Approved
TXN-0016254,CUST-00427,433.53,Square,Tablet,US-East,Approved
TXN-0016255,CUST-01682,24.63,PayPal Gateway,Tablet,APAC-East,Declined
TXN-0016256,CUST-01891,50.92,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0016257,CUST-02570,361.74,Authorize.Net,Mobile Android,US-West,Approved
TXN-0016258,CUST-01559,68.43,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0016259,CUST-00657,75.99,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0016260,CUST-01655,173.08,PayPal Gateway,Tablet,EU-Central,Declined
TXN-0016261,CUST-02902,82.13,Square,Desktop MacOS,EU-Central,Approved
TXN-0016262,CUST-02160,78.46,Square,Mobile Android,APAC-East,Declined
TXN-0016263,CUST-01272,165.26,Stripe,Desktop Windows,EU-Central,Approved
TXN-0016264,CUST-01331,181.75,Stripe,Mobile Android,US-East,Approved
TXN-0016265,CUST-01047,14.07,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0016266,CUST-02302,151.77,Authorize.Net,Mobile Android,US-West,Approved
TXN-0016267,CUST-00420,1906.11,Authorize.Net,Desktop MacOS,US-East,Declined
TXN-0016268,CUST-01516,33.24,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0016269,CUST-02789,66.81,Stripe,Mobile Android,US-West,Declined
TXN-0016270,CUST-01355,54.52,Square,Desktop Windows,LATAM-South,Approved
TXN-0016271,CUST-03379,33.39,Adyen,Tablet,US-East,Approved
TXN-0016272,CUST-02633,226.77,Stripe,Desktop Windows,EU-Central,Approved
TXN-0016273,CUST-02635,266.75,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0016274,CUST-00397,198.59,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0016275,CUST-02950,186.96,PayPal Gateway,Desktop MacOS,US-East,Declined
TXN-0016276,CUST-00202,160.64,Authorize.Net,Mobile iOS,LATAM-South,Approved
TXN-0016277,CUST-01969,60.22,Adyen,Desktop Windows,APAC-East,Approved
TXN-0016278,CUST-02580,401.01,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0016279,CUST-02965,29.46,Square,Desktop MacOS,US-East,Approved
TXN-0016280,CUST-01534,82.67,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0016281,CUST-00133,398.1,Stripe,Mobile Android,APAC-East,Approved
TXN-0016282,CUST-02646,229.13,Square,Desktop MacOS,US-West,Approved
TXN-0016283,CUST-02491,197.07,Square,Mobile Android,APAC-East,Approved
TXN-0016284,CUST-01581,532.78,Adyen,Tablet,LATAM-South,Approved
TXN-0016285,CUST-01798,59.61,Adyen,Desktop Windows,APAC-East,Declined
TXN-0016286,CUST-03463,12.5,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0016287,CUST-00058,221.22,Square,Desktop MacOS,US-West,Approved
TXN-0016288,CUST-01956,210.43,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0016289,CUST-01586,52.97,Stripe,Desktop Windows,APAC-East,Approved
TXN-0016290,CUST-00852,188.64,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0016291,CUST-00347,77.48,Square,Mobile Android,APAC-East,Approved
TXN-0016292,CUST-02895,71.42,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0016293,CUST-01629,246.87,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0016294,CUST-01129,90.08,Adyen,Mobile iOS,US-East,Approved
TXN-0016295,CUST-00318,76.47,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0016296,CUST-00138,2959.78,Authorize.Net,Mobile Android,APAC-East,Flagged_Fraud
TXN-0016297,CUST-02761,70.75,Adyen,Mobile iOS,EU-Central,Approved
TXN-0016298,CUST-01533,49.05,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0016299,CUST-01180,220.83,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0016300,CUST-02051,184.58,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0016301,CUST-02621,335.89,Stripe,Mobile iOS,US-East,Approved
TXN-0016302,CUST-01785,24.73,Adyen,Mobile Android,US-East,Approved
TXN-0016303,CUST-00362,63.22,Stripe,Tablet,LATAM-South,Approved
TXN-0016304,CUST-01240,95.24,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0016305,CUST-01587,12.73,Stripe,Desktop MacOS,US-West,Approved
TXN-0016306,CUST-00402,10.12,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0016307,CUST-00287,106.48,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0016308,CUST-02433,16.4,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0016309,CUST-03279,84.1,Square,Desktop MacOS,US-West,Approved
TXN-0016310,CUST-02381,141.2,Square,Mobile iOS,US-East,Approved
TXN-0016311,CUST-00706,185.03,Adyen,Mobile Android,LATAM-South,Approved
TXN-0016312,CUST-03086,74.04,Adyen,Tablet,LATAM-South,Approved
TXN-0016313,CUST-02710,91.41,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0016314,CUST-03107,160.32,Square,Mobile iOS,US-West,Approved
TXN-0016315,CUST-00732,129.21,Adyen,Desktop MacOS,US-West,Approved
TXN-0016316,CUST-00868,38.51,Authorize.Net,Tablet,EU-Central,Approved
TXN-0016317,CUST-02324,108.0,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0016318,CUST-00476,192.31,Adyen,Tablet,US-West,Approved
TXN-0016319,CUST-02188,25.55,Adyen,Mobile Android,APAC-East,Approved
TXN-0016320,CUST-03354,24.52,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0016321,CUST-00494,60.72,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0016322,CUST-01555,64.6,Square,Tablet,APAC-East,Approved
TXN-0016323,CUST-02075,126.69,Authorize.Net,Mobile Android,US-West,Approved
TXN-0016324,CUST-00808,1180.22,Authorize.Net,Tablet,LATAM-South,Chargeback
TXN-0016325,CUST-03148,269.81,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0016326,CUST-01805,296.64,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0016327,CUST-02848,143.46,Adyen,Tablet,LATAM-South,Approved
TXN-0016328,CUST-00998,74.88,Square,Tablet,LATAM-South,Approved
TXN-0016329,CUST-01332,200.17,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0016330,CUST-01239,137.9,Adyen,Desktop MacOS,US-West,Declined
TXN-0016331,CUST-02141,15.49,Stripe,Mobile iOS,US-East,Approved
TXN-0016332,CUST-02244,77.05,Square,Tablet,APAC-East,Approved
TXN-0016333,CUST-02828,23.71,Square,Desktop Windows,EU-Central,Declined
TXN-0016334,CUST-02762,383.81,PayPal Gateway,Mobile Android,LATAM-South,Declined
TXN-0016335,CUST-01398,120.2,Square,Mobile iOS,US-East,Approved
TXN-0016336,CUST-01807,144.24,Adyen,Mobile Android,APAC-East,Approved
TXN-0016337,CUST-03177,54.91,Adyen,Tablet,EU-Central,Approved
TXN-0016338,CUST-01151,253.43,Stripe,Tablet,EU-Central,Declined
TXN-0016339,CUST-03144,60.39,Square,Desktop MacOS,US-East,Approved
TXN-0016340,CUST-02274,26.73,Square,Tablet,US-West,Approved
TXN-0016341,CUST-01056,380.22,Adyen,Mobile Android,EU-Central,Approved
TXN-0016342,CUST-03029,25.15,Square,Desktop MacOS,US-West,Approved
TXN-0016343,CUST-02059,2826.37,Adyen,Desktop MacOS,EU-Central,Declined
TXN-0016344,CUST-02404,51.46,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0016345,CUST-00325,263.52,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0016346,CUST-03461,62.4,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0016347,CUST-01072,239.01,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0016348,CUST-02247,3311.42,Adyen,Tablet,US-East,Flagged_Fraud
TXN-0016349,CUST-03094,426.17,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0016350,CUST-03205,135.31,Stripe,Mobile iOS,US-East,Approved
TXN-0016351,CUST-03147,23.83,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0016352,CUST-01492,403.4,Square,Desktop MacOS,EU-Central,Approved
TXN-0016353,CUST-00136,48.37,Square,Desktop MacOS,APAC-East,Declined
TXN-0016354,CUST-02505,408.53,Authorize.Net,Tablet,APAC-East,Approved
TXN-0016355,CUST-01408,30.42,PayPal Gateway,Tablet,US-West,Approved
TXN-0016356,CUST-00722,81.71,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0016357,CUST-00618,46.0,Square,Tablet,LATAM-South,Approved
TXN-0016358,CUST-02600,27.54,Square,Desktop Windows,EU-Central,Approved
TXN-0016359,CUST-00416,54.97,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0016360,CUST-02682,161.71,Square,Desktop MacOS,EU-Central,Approved
TXN-0016361,CUST-02773,61.74,Adyen,Desktop Windows,US-East,Approved
TXN-0016362,CUST-00364,33.17,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0016363,CUST-03405,28.33,Adyen,Desktop MacOS,US-East,Approved
TXN-0016364,CUST-02664,39.6,Stripe,Desktop Windows,US-West,Approved
TXN-0016365,CUST-01336,15.03,Square,Desktop Windows,EU-Central,Approved
TXN-0016366,CUST-01661,88.92,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0016367,CUST-02546,30.73,Stripe,Desktop MacOS,US-West,Approved
TXN-0016368,CUST-00951,122.85,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0016369,CUST-02835,108.92,Square,Desktop Windows,US-West,Approved
TXN-0016370,CUST-01580,482.19,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0016371,CUST-02129,83.7,Square,Desktop Windows,LATAM-South,Approved
TXN-0016372,CUST-01590,266.7,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0016373,CUST-01446,76.88,Stripe,Tablet,EU-Central,Approved
TXN-0016374,CUST-02562,166.05,Square,Mobile Android,US-West,Approved
TXN-0016375,CUST-01820,33.18,Square,Tablet,LATAM-South,Approved
TXN-0016376,CUST-02771,108.58,Adyen,Mobile Android,LATAM-South,Approved
TXN-0016377,CUST-01321,65.45,Adyen,Mobile iOS,APAC-East,Approved
TXN-0016378,CUST-03014,71.97,Square,Mobile iOS,US-East,Approved
TXN-0016379,CUST-00615,54.98,Adyen,Mobile Android,LATAM-South,Approved
TXN-0016380,CUST-00503,65.26,Adyen,Desktop Windows,US-East,Approved
TXN-0016381,CUST-01512,167.09,Stripe,Mobile Android,US-East,Approved
TXN-0016382,CUST-01669,17.26,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0016383,CUST-01249,10.76,Square,Desktop MacOS,US-East,Approved
TXN-0016384,CUST-01514,36.49,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016385,CUST-03265,24.26,Square,Desktop Windows,US-East,Approved
TXN-0016386,CUST-01424,55.76,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0016387,CUST-03457,4228.7,Adyen,Desktop Windows,US-East,Flagged_Fraud
TXN-0016388,CUST-00261,30.02,Square,Mobile iOS,US-East,Approved
TXN-0016389,CUST-00621,68.25,Adyen,Desktop Windows,US-West,Approved
TXN-0016390,CUST-00350,129.51,Adyen,Desktop MacOS,US-East,Approved
TXN-0016391,CUST-01044,159.18,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0016392,CUST-01665,63.36,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0016393,CUST-01757,250.09,Adyen,Desktop Windows,US-East,Approved
TXN-0016394,CUST-02682,21.56,Authorize.Net,Desktop Windows,APAC-East,Declined
TXN-0016395,CUST-03234,185.27,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0016396,CUST-03117,347.38,PayPal Gateway,Mobile iOS,APAC-East,Declined
TXN-0016397,CUST-00182,146.04,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0016398,CUST-00955,60.16,Stripe,Mobile Android,US-West,Approved
TXN-0016399,CUST-01720,79.83,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0016400,CUST-01524,349.41,Authorize.Net,Mobile Android,US-West,Approved
TXN-0016401,CUST-01493,293.11,Authorize.Net,Mobile iOS,APAC-East,Approved
TXN-0016402,CUST-01264,76.24,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0016403,CUST-00795,34.46,PayPal Gateway,Desktop Windows,APAC-East,Approved
TXN-0016404,CUST-03455,146.3,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0016405,CUST-01504,152.96,PayPal Gateway,Mobile Android,LATAM-South,Approved
